code,direct,opentime,openprice,closetime,closeprice,qty,profit,maxprofit,maxloss,totalprofit,entertag,exittag,openbarno,closebarno
SZSE.IDX.399701,SHORT,201803131500,7695.71,201803151500,7576.71,1,119,110.83,-17.47,513.67,entershort,exitshort,45,47
SZSE.IDX.399701,LONG,201803161500,7661.72,201803191500,7573.41,1,-88.31,16.03,-83.72,425.36,enterlong,exitlong,48,49
SZSE.IDX.399701,SHORT,201803201500,7481.43,201803211500,7527.06,1,-45.63,47.23,-31.3,379.73,entershort,exitshort,50,51
SZSE.IDX.399701,LONG,201803221500,7482.57,201803231500,7100.07,1,-382.5,19.52,-133.62,-2.77,enterlong,exitlong,52,53
SZSE.IDX.399701,LONG,201803261500,7057.75,201803271500,7168.57,1,110.82,24.37,-88.69,108.05,enterlong,exitlong,54,55
SZSE.IDX.399701,SHORT,201803281500,7021.93,201803291500,7022.78,1,-0.85,63.5,-70.56,107.2,entershort,exitshort,56,57
SZSE.IDX.399701,LONG,201803301500,7188.67,201804021500,7157.08,1,-31.59,21.26,-51.01,75.61,enterlong,exitlong,58,59
SZSE.IDX.399701,LONG,201804031500,7046.53,201804101500,7044.99,1,-1.54,157,-46.88,74.07,enterlong,exitlong,60,63
SZSE.IDX.399701,LONG,201804111500,7210.57,201804131500,7207.63,1,-2.94,81.89,-60.24,71.13,enterlong,exitlong,64,66
SZSE.IDX.399701,SHORT,201804161500,7099.57,201804201500,7034.95,1,64.62,288.66,-17.77,135.75,entershort,exitshort,67,71
SZSE.IDX.399701,LONG,201804231500,6967.63,201804241500,7016.42,1,48.79,68.44,-40.01,184.54,enterlong,exitlong,72,73
SZSE.IDX.399701,LONG,201804251500,7106.85,201804261500,6988.19,1,-118.66,20.63,-42.03,65.88,enterlong,exitlong,74,75
SZSE.IDX.399701,LONG,201804271500,6919.51,201805021500,6833.88,1,-85.63,7.96,-157.24,-19.75,enterlong,exitlong,76,77
SZSE.IDX.399701,LONG,201805031500,6823.13,201805041500,6887.18,1,64.05,96.92,-41.77,44.3,enterlong,exitlong,78,79
SZSE.IDX.399701,LONG,201805071500,6888.2,201805081500,7002.31,1,114.11,114.33,-17.59,158.41,enterlong,exitlong,80,81
SZSE.IDX.399701,LONG,201805091500,7097.1,201805101500,7106.88,1,9.78,5.15,-40.29,168.19,enterlong,exitlong,82,83
SZSE.IDX.399701,LONG,201805111500,7138.04,201805141500,7094.22,1,-43.82,3.83,-72.42,124.37,enterlong,exitlong,84,85
SZSE.IDX.399701,LONG,201805151500,7164.13,201805161500,7137.58,1,-26.55,5.46,-58.12,97.82,enterlong,exitlong,86,87
SZSE.IDX.399701,LONG,201805171500,7109.37,201805181500,7055.84,1,-53.53,9.85,-59.5,44.29,enterlong,exitlong,88,89
SZSE.IDX.399701,LONG,201805211500,7160.62,201805221500,7120.03,1,-40.59,15.67,-51.27,3.7,enterlong,exitlong,90,91
SZSE.IDX.399701,SHORT,201805231500,7068.35,201805281500,6926.4,1,141.95,156.79,-0.09,145.65,entershort,exitshort,92,95
SZSE.IDX.399701,LONG,201805291500,6984.27,201805301500,6833.89,1,-150.38,35.02,-68.27,-4.73,enterlong,exitlong,96,97
SZSE.IDX.399701,LONG,201805311500,6822.88,201806041500,6953.06,1,130.18,156.02,-11.57,125.45,enterlong,exitlong,98,100
SZSE.IDX.399701,LONG,201806051500,7045.79,201806071500,7106.66,1,60.87,70.11,-25.18,186.32,enterlong,exitlong,101,103
SZSE.IDX.399701,LONG,201806081500,7046.7,201806111500,6986.39,1,-60.31,18.06,-100.95,126.01,enterlong,exitlong,104,105
SZSE.IDX.399701,LONG,201806121500,7032.76,201806131500,7102.14,1,69.38,110.01,-24.42,195.39,enterlong,exitlong,106,107
SZSE.IDX.399701,LONG,201806141500,7030.98,201806151500,6991.44,1,-39.54,53.63,-59.14,155.85,enterlong,exitlong,108,109
SZSE.IDX.399701,LONG,201806191500,6871.64,201806201500,6632.54,1,-239.1,8.89,-263.45,-83.25,enterlong,exitlong,110,111
SZSE.IDX.399701,LONG,201806211500,6696.04,201806221500,6592.64,1,-103.4,103.08,-55.62,-186.65,enterlong,exitlong,112,113
SZSE.IDX.399701,LONG,201806251500,6718.8,201806261500,6490.57,1,-228.23,12.7,-145.43,-414.88,enterlong,exitlong,114,115
SZSE.IDX.399701,LONG,201806271500,6501.53,201806281500,6291.25,1,-210.28,20.59,-185.84,-625.16,enterlong,exitlong,116,117
SZSE.IDX.399701,LONG,201806291500,6300.9,201807031500,6249.72,1,-51.18,155.12,-106.66,-676.34,enterlong,exitlong,118,120
SZSE.IDX.399701,LONG,201807041500,6210.99,201807051500,6119.45,1,-91.54,27.69,-122.58,-767.88,enterlong,exitlong,121,122
SZSE.IDX.399701,LONG,201807061500,6053.96,201807091500,6115.28,1,61.32,84.65,-106.52,-706.56,enterlong,exitlong,123,124
SZSE.IDX.399701,LONG,201807101500,6283.72,201807111500,6146.86,1,-136.86,14.3,-60.47,-843.42,enterlong,exitlong,125,126
SZSE.IDX.399701,LONG,201807121500,6149.43,201807161500,6312.86,1,163.43,179.62,0,-679.99,enterlong,exitlong,127,129
SZSE.IDX.399701,LONG,201807171500,6278.4,201807181500,6254.47,1,-23.93,0,-92.32,-703.92,enterlong,exitlong,130,131
SZSE.IDX.399701,LONG,201807191500,6202.93,201807201500,6180.27,1,-22.66,39.79,-36.09,-726.58,enterlong,exitlong,132,133
SZSE.IDX.399701,LONG,201807231500,6232.36,201807241500,6341.14,1,108.78,96.83,-20.22,-617.8,enterlong,exitlong,134,135
SZSE.IDX.399701,LONG,201807251500,6476.04,201807261500,6442.82,1,-33.22,2.58,-56.83,-651.02,enterlong,exitlong,136,137
SZSE.IDX.399701,SHORT,201807271500,6378.78,201807311500,6313.32,1,65.46,91.64,-13.07,-585.56,entershort,exitshort,138,140
SZSE.IDX.399701,LONG,201808011500,6352.4,201808021500,6170.53,1,-181.87,6.26,-161.52,-767.43,enterlong,exitlong,141,142
SZSE.IDX.399701,SHORT,201808031500,6006.72,201808071500,5844.46,1,162.26,221.56,-29.58,-605.17,entershort,exitshort,143,145
SZSE.IDX.399701,LONG,201808081500,6014.38,201808091500,5904.34,1,-110.04,9.5,-98.29,-715.21,enterlong,exitlong,146,147
SZSE.IDX.399701,LONG,201808101500,6079.9,201808141500,6048.94,1,-30.96,61.17,-119.25,-746.17,enterlong,exitlong,148,150
SZSE.IDX.399701,SHORT,201808151500,6018.6,201808171500,5896.03,1,122.57,233.9,-0.2,-623.6,entershort,exitshort,151,153
SZSE.IDX.399701,SHORT,201808201500,5783.4,201808211500,5848.01,1,-64.61,42.9,-56.96,-688.21,entershort,exitshort,154,155
SZSE.IDX.399701,LONG,201808221500,5937.93,201808231500,5888.91,1,-49.02,4.29,-38.18,-737.23,enterlong,exitlong,156,157
SZSE.IDX.399701,LONG,201808241500,5869.18,201808271500,5926.09,1,56.91,79.39,-29.84,-680.32,enterlong,exitlong,158,159
SZSE.IDX.399701,LONG,201808281500,6077.28,201808301500,6054.73,1,-22.55,29.83,-41.31,-702.87,enterlong,exitlong,160,162
SZSE.IDX.399701,LONG,201808311500,5945.37,201809031500,5938.62,1,-6.75,50.65,-35.24,-709.62,enterlong,exitlong,163,164
SZSE.IDX.399701,SHORT,201809041500,5940.58,201809051500,5967.39,1,-26.81,39.39,-76.49,-736.43,entershort,exitshort,165,166
SZSE.IDX.399701,SHORT,201809061500,5859.43,201809071500,5813.33,1,46.1,74.43,-44.64,-690.33,entershort,exitshort,167,168
SZSE.IDX.399701,LONG,201809101500,5810.79,201809111500,5758.41,1,-52.38,13.27,-58.62,-742.71,enterlong,exitlong,169,170
SZSE.IDX.399701,LONG,201809121500,5744.46,201809131500,5780.81,1,36.35,11.31,-40.86,-706.36,enterlong,exitlong,171,172
SZSE.IDX.399701,SHORT,201809141500,5791.42,201809171500,5769.61,1,21.81,26.38,-31.58,-684.55,entershort,exitshort,173,174
SZSE.IDX.399701,LONG,201809181500,5710.48,201809281500,6080.83,1,370.35,442.87,-4.6,-314.2,enterlong,exitlong,175,182
SZSE.IDX.399701,LONG,201810081500,5968.34,201810091500,5880.01,1,-88.33,25.26,-110.2,-402.53,enterlong,exitlong,183,184
SZSE.IDX.399701,LONG,201810111500,5686.81,201810121500,5546.43,1,-140.38,34.5,-164.43,-542.91,enterlong,exitlong,186,187
