code,time,direct,action,price,qty,tag,fee,barno
SZSE.IDX.399701,201801031500,LONG,OPEN,7594.69,1,enterlong,0,1
SZSE.IDX.399701,201801081500,LONG,CLOSE,7759.54,1,exitlong,0,4
SZSE.IDX.399701,201801091500,LONG,OPEN,7802.97,1,enterlong,0,5
SZSE.IDX.399701,201801121500,LONG,CLOSE,7936.07,1,exitlong,0,8
SZSE.IDX.399701,201801151500,LONG,OPEN,8050.55,1,enterlong,0,9
SZSE.IDX.399701,201801181500,LONG,CLOSE,8144.33,1,exitlong,0,12
SZSE.IDX.399701,201801191500,LONG,OPEN,8195.09,1,enterlong,0,13
SZSE.IDX.399701,201801221500,LONG,CLOSE,8143.12,1,exitlong,0,14
SZSE.IDX.399701,201801231500,LONG,OPEN,8358.87,1,enterlong,0,15
SZSE.IDX.399701,201801251500,LONG,CLOSE,8357.55,1,exitlong,0,17
SZSE.IDX.399701,201801261500,SHORT,OPEN,8283.49,1,entershort,0,18
SZSE.IDX.399701,201801291500,SHORT,CLOSE,8349.61,1,exitshort,0,19
SZSE.IDX.399701,201801301500,SHORT,OPEN,8126.69,1,entershort,0,20
SZSE.IDX.399701,201802011500,SHORT,CLOSE,8094.6,1,exitshort,0,22
SZSE.IDX.399701,201802021500,SHORT,OPEN,7886.71,1,entershort,0,23
SZSE.IDX.399701,201802051500,SHORT,CLOSE,7891.86,1,exitshort,0,24
SZSE.IDX.399701,201802061500,LONG,OPEN,7765.99,1,enterlong,0,25
SZSE.IDX.399701,201802071500,LONG,CLOSE,7829.98,1,exitlong,0,26
SZSE.IDX.399701,201802081500,SHORT,OPEN,7376.99,1,entershort,0,27
SZSE.IDX.399701,201802091500,SHORT,CLOSE,7197.7,1,exitshort,0,28
SZSE.IDX.399701,201802121500,SHORT,OPEN,7131.83,1,entershort,0,29
SZSE.IDX.399701,201802131500,SHORT,CLOSE,7347.47,1,exitshort,0,30
SZSE.IDX.399701,201802141500,LONG,OPEN,7394.84,1,enterlong,0,31
SZSE.IDX.399701,201802261500,LONG,CLOSE,7723.92,1,exitlong,0,34
SZSE.IDX.399701,201802271500,LONG,OPEN,7751.94,1,enterlong,0,35
SZSE.IDX.399701,201802281500,LONG,CLOSE,7441.15,1,exitlong,0,36
SZSE.IDX.399701,201803011500,LONG,OPEN,7441.35,1,enterlong,0,37
SZSE.IDX.399701,201803061500,LONG,CLOSE,7472.92,1,exitlong,0,40
SZSE.IDX.399701,201803071500,LONG,OPEN,7566.63,1,enterlong,0,41
SZSE.IDX.399701,201803081500,LONG,CLOSE,7517.44,1,exitlong,0,42
SZSE.IDX.399701,201803091500,LONG,OPEN,7665.89,1,enterlong,0,43
SZSE.IDX.399701,201803121500,LONG,CLOSE,7732.99,1,exitlong,0,44
SZSE.IDX.399701,201803131500,SHORT,OPEN,7695.71,1,entershort,0,45
SZSE.IDX.399701,201803151500,SHORT,CLOSE,7576.71,1,exitshort,0,47
SZSE.IDX.399701,201803161500,LONG,OPEN,7661.72,1,enterlong,0,48
SZSE.IDX.399701,201803191500,LONG,CLOSE,7573.41,1,exitlong,0,49
SZSE.IDX.399701,201803201500,SHORT,OPEN,7481.43,1,entershort,0,50
SZSE.IDX.399701,201803211500,SHORT,CLOSE,7527.06,1,exitshort,0,51
SZSE.IDX.399701,201803221500,LONG,OPEN,7482.57,1,enterlong,0,52
SZSE.IDX.399701,201803231500,LONG,CLOSE,7100.07,1,exitlong,0,53
SZSE.IDX.399701,201803261500,LONG,OPEN,7057.75,1,enterlong,0,54
SZSE.IDX.399701,201803271500,LONG,CLOSE,7168.57,1,exitlong,0,55
SZSE.IDX.399701,201803281500,SHORT,OPEN,7021.93,1,entershort,0,56
SZSE.IDX.399701,201803291500,SHORT,CLOSE,7022.78,1,exitshort,0,57
SZSE.IDX.399701,201803301500,LONG,OPEN,7188.67,1,enterlong,0,58
SZSE.IDX.399701,201804021500,LONG,CLOSE,7157.08,1,exitlong,0,59
SZSE.IDX.399701,201804031500,LONG,OPEN,7046.53,1,enterlong,0,60
SZSE.IDX.399701,201804101500,LONG,CLOSE,7044.99,1,exitlong,0,63
SZSE.IDX.399701,201804111500,LONG,OPEN,7210.57,1,enterlong,0,64
SZSE.IDX.399701,201804131500,LONG,CLOSE,7207.63,1,exitlong,0,66
SZSE.IDX.399701,201804161500,SHORT,OPEN,7099.57,1,entershort,0,67
SZSE.IDX.399701,201804201500,SHORT,CLOSE,7034.95,1,exitshort,0,71
SZSE.IDX.399701,201804231500,LONG,OPEN,6967.63,1,enterlong,0,72
SZSE.IDX.399701,201804241500,LONG,CLOSE,7016.42,1,exitlong,0,73
SZSE.IDX.399701,201804251500,LONG,OPEN,7106.85,1,enterlong,0,74
SZSE.IDX.399701,201804261500,LONG,CLOSE,6988.19,1,exitlong,0,75
SZSE.IDX.399701,201804271500,LONG,OPEN,6919.51,1,enterlong,0,76
SZSE.IDX.399701,201805021500,LONG,CLOSE,6833.88,1,exitlong,0,77
SZSE.IDX.399701,201805031500,LONG,OPEN,6823.13,1,enterlong,0,78
SZSE.IDX.399701,201805041500,LONG,CLOSE,6887.18,1,exitlong,0,79
SZSE.IDX.399701,201805071500,LONG,OPEN,6888.2,1,enterlong,0,80
SZSE.IDX.399701,201805081500,LONG,CLOSE,7002.31,1,exitlong,0,81
SZSE.IDX.399701,201805091500,LONG,OPEN,7097.1,1,enterlong,0,82
SZSE.IDX.399701,201805101500,LONG,CLOSE,7106.88,1,exitlong,0,83
SZSE.IDX.399701,201805111500,LONG,OPEN,7138.04,1,enterlong,0,84
SZSE.IDX.399701,201805141500,LONG,CLOSE,7094.22,1,exitlong,0,85
SZSE.IDX.399701,201805151500,LONG,OPEN,7164.13,1,enterlong,0,86
SZSE.IDX.399701,201805161500,LONG,CLOSE,7137.58,1,exitlong,0,87
SZSE.IDX.399701,201805171500,LONG,OPEN,7109.37,1,enterlong,0,88
SZSE.IDX.399701,201805181500,LONG,CLOSE,7055.84,1,exitlong,0,89
SZSE.IDX.399701,201805211500,LONG,OPEN,7160.62,1,enterlong,0,90
SZSE.IDX.399701,201805221500,LONG,CLOSE,7120.03,1,exitlong,0,91
SZSE.IDX.399701,201805231500,SHORT,OPEN,7068.35,1,entershort,0,92
SZSE.IDX.399701,201805281500,SHORT,CLOSE,6926.4,1,exitshort,0,95
SZSE.IDX.399701,201805291500,LONG,OPEN,6984.27,1,enterlong,0,96
SZSE.IDX.399701,201805301500,LONG,CLOSE,6833.89,1,exitlong,0,97
SZSE.IDX.399701,201805311500,LONG,OPEN,6822.88,1,enterlong,0,98
SZSE.IDX.399701,201806041500,LONG,CLOSE,6953.06,1,exitlong,0,100
SZSE.IDX.399701,201806051500,LONG,OPEN,7045.79,1,enterlong,0,101
SZSE.IDX.399701,201806071500,LONG,CLOSE,7106.66,1,exitlong,0,103
SZSE.IDX.399701,201806081500,LONG,OPEN,7046.7,1,enterlong,0,104
SZSE.IDX.399701,201806111500,LONG,CLOSE,6986.39,1,exitlong,0,105
SZSE.IDX.399701,201806121500,LONG,OPEN,7032.76,1,enterlong,0,106
SZSE.IDX.399701,201806131500,LONG,CLOSE,7102.14,1,exitlong,0,107
SZSE.IDX.399701,201806141500,LONG,OPEN,7030.98,1,enterlong,0,108
SZSE.IDX.399701,201806151500,LONG,CLOSE,6991.44,1,exitlong,0,109
SZSE.IDX.399701,201806191500,LONG,OPEN,6871.64,1,enterlong,0,110
SZSE.IDX.399701,201806201500,LONG,CLOSE,6632.54,1,exitlong,0,111
SZSE.IDX.399701,201806211500,LONG,OPEN,6696.04,1,enterlong,0,112
SZSE.IDX.399701,201806221500,LONG,CLOSE,6592.64,1,exitlong,0,113
SZSE.IDX.399701,201806251500,LONG,OPEN,6718.8,1,enterlong,0,114
SZSE.IDX.399701,201806261500,LONG,CLOSE,6490.57,1,exitlong,0,115
SZSE.IDX.399701,201806271500,LONG,OPEN,6501.53,1,enterlong,0,116
SZSE.IDX.399701,201806281500,LONG,CLOSE,6291.25,1,exitlong,0,117
SZSE.IDX.399701,201806291500,LONG,OPEN,6300.9,1,enterlong,0,118
SZSE.IDX.399701,201807031500,LONG,CLOSE,6249.72,1,exitlong,0,120
SZSE.IDX.399701,201807041500,LONG,OPEN,6210.99,1,enterlong,0,121
SZSE.IDX.399701,201807051500,LONG,CLOSE,6119.45,1,exitlong,0,122
SZSE.IDX.399701,201807061500,LONG,OPEN,6053.96,1,enterlong,0,123
SZSE.IDX.399701,201807091500,LONG,CLOSE,6115.28,1,exitlong,0,124
SZSE.IDX.399701,201807101500,LONG,OPEN,6283.72,1,enterlong,0,125
SZSE.IDX.399701,201807111500,LONG,CLOSE,6146.86,1,exitlong,0,126
SZSE.IDX.399701,201807121500,LONG,OPEN,6149.43,1,enterlong,0,127
SZSE.IDX.399701,201807161500,LONG,CLOSE,6312.86,1,exitlong,0,129
SZSE.IDX.399701,201807171500,LONG,OPEN,6278.4,1,enterlong,0,130
SZSE.IDX.399701,201807181500,LONG,CLOSE,6254.47,1,exitlong,0,131
SZSE.IDX.399701,201807191500,LONG,OPEN,6202.93,1,enterlong,0,132
SZSE.IDX.399701,201807201500,LONG,CLOSE,6180.27,1,exitlong,0,133
SZSE.IDX.399701,201807231500,LONG,OPEN,6232.36,1,enterlong,0,134
SZSE.IDX.399701,201807241500,LONG,CLOSE,6341.14,1,exitlong,0,135
SZSE.IDX.399701,201807251500,LONG,OPEN,6476.04,1,enterlong,0,136
SZSE.IDX.399701,201807261500,LONG,CLOSE,6442.82,1,exitlong,0,137
SZSE.IDX.399701,201807271500,SHORT,OPEN,6378.78,1,entershort,0,138
SZSE.IDX.399701,201807311500,SHORT,CLOSE,6313.32,1,exitshort,0,140
SZSE.IDX.399701,201808011500,LONG,OPEN,6352.4,1,enterlong,0,141
SZSE.IDX.399701,201808021500,LONG,CLOSE,6170.53,1,exitlong,0,142
SZSE.IDX.399701,201808031500,SHORT,OPEN,6006.72,1,entershort,0,143
SZSE.IDX.399701,201808071500,SHORT,CLOSE,5844.46,1,exitshort,0,145
SZSE.IDX.399701,201808081500,LONG,OPEN,6014.38,1,enterlong,0,146
SZSE.IDX.399701,201808091500,LONG,CLOSE,5904.34,1,exitlong,0,147
SZSE.IDX.399701,201808101500,LONG,OPEN,6079.9,1,enterlong,0,148
SZSE.IDX.399701,201808141500,LONG,CLOSE,6048.94,1,exitlong,0,150
SZSE.IDX.399701,201808151500,SHORT,OPEN,6018.6,1,entershort,0,151
SZSE.IDX.399701,201808171500,SHORT,CLOSE,5896.03,1,exitshort,0,153
SZSE.IDX.399701,201808201500,SHORT,OPEN,5783.4,1,entershort,0,154
SZSE.IDX.399701,201808211500,SHORT,CLOSE,5848.01,1,exitshort,0,155
SZSE.IDX.399701,201808221500,LONG,OPEN,5937.93,1,enterlong,0,156
SZSE.IDX.399701,201808231500,LONG,CLOSE,5888.91,1,exitlong,0,157
SZSE.IDX.399701,201808241500,LONG,OPEN,5869.18,1,enterlong,0,158
SZSE.IDX.399701,201808271500,LONG,CLOSE,5926.09,1,exitlong,0,159
SZSE.IDX.399701,201808281500,LONG,OPEN,6077.28,1,enterlong,0,160
SZSE.IDX.399701,201808301500,LONG,CLOSE,6054.73,1,exitlong,0,162
SZSE.IDX.399701,201808311500,LONG,OPEN,5945.37,1,enterlong,0,163
SZSE.IDX.399701,201809031500,LONG,CLOSE,5938.62,1,exitlong,0,164
SZSE.IDX.399701,201809041500,SHORT,OPEN,5940.58,1,entershort,0,165
SZSE.IDX.399701,201809051500,SHORT,CLOSE,5967.39,1,exitshort,0,166
SZSE.IDX.399701,201809061500,SHORT,OPEN,5859.43,1,entershort,0,167
SZSE.IDX.399701,201809071500,SHORT,CLOSE,5813.33,1,exitshort,0,168
SZSE.IDX.399701,201809101500,LONG,OPEN,5810.79,1,enterlong,0,169
SZSE.IDX.399701,201809111500,LONG,CLOSE,5758.41,1,exitlong,0,170
SZSE.IDX.399701,201809121500,LONG,OPEN,5744.46,1,enterlong,0,171
SZSE.IDX.399701,201809131500,LONG,CLOSE,5780.81,1,exitlong,0,172
SZSE.IDX.399701,201809141500,SHORT,OPEN,5791.42,1,entershort,0,173
SZSE.IDX.399701,201809171500,SHORT,CLOSE,5769.61,1,exitshort,0,174
SZSE.IDX.399701,201809181500,LONG,OPEN,5710.48,1,enterlong,0,175
SZSE.IDX.399701,201809281500,LONG,CLOSE,6080.83,1,exitlong,0,182
SZSE.IDX.399701,201810081500,LONG,OPEN,5968.34,1,enterlong,0,183
SZSE.IDX.399701,201810091500,LONG,CLOSE,5880.01,1,exitlong,0,184
SZSE.IDX.399701,201810111500,LONG,OPEN,5686.81,1,enterlong,0,186
SZSE.IDX.399701,201810121500,LONG,CLOSE,5546.43,1,exitlong,0,187
SZSE.IDX.399701,201810151500,LONG,OPEN,5670.02,1,enterlong,0,188
