date,code,volume,closeprofit,dynprofit
20180507,SZSE.IDX.399701,1,44.30,114.33
20180509,SZSE.IDX.399701,1,158.41,-6.93
20180511,SZSE.IDX.399701,1,168.19,-70.88
20180515,SZSE.IDX.399701,1,124.37,-0.12
20180517,SZSE.IDX.399701,1,97.82,-50.38
20180521,SZSE.IDX.399701,1,44.29,-35.07
20180523,SZSE.IDX.399701,-1,3.70,75.39
20180524,SZSE.IDX.399701,-1,3.70,129.27
20180525,SZSE.IDX.399701,-1,3.70,145.24
20180529,SZSE.IDX.399701,1,145.65,-67.17
20180531,SZSE.IDX.399701,1,-4.73,153.14
20180601,SZSE.IDX.399701,1,-4.73,100.74
20180605,SZSE.IDX.399701,1,125.45,58.76
20180606,SZSE.IDX.399701,1,125.45,31.35
20180608,SZSE.IDX.399701,1,186.32,-57.76
20180612,SZSE.IDX.399701,1,126.01,100.25
20180614,SZSE.IDX.399701,1,195.39,-32.59
20180619,SZSE.IDX.399701,1,155.85,-218.13
20180621,SZSE.IDX.399701,1,-83.25,-52.35
20180625,SZSE.IDX.399701,1,-186.65,-142.46
20180627,SZSE.IDX.399701,1,-414.88,-163.89
20180629,SZSE.IDX.399701,1,-625.16,154.31
20180702,SZSE.IDX.399701,1,-625.16,-65.11
20180704,SZSE.IDX.399701,1,-676.34,-110.64
20180706,SZSE.IDX.399701,1,-767.88,24.91
20180710,SZSE.IDX.399701,1,-706.56,-2.08
20180712,SZSE.IDX.399701,1,-843.42,137.01
20180713,SZSE.IDX.399701,1,-843.42,162.67
20180717,SZSE.IDX.399701,1,-679.99,-36.94
20180719,SZSE.IDX.399701,1,-703.92,-12.05
20180723,SZSE.IDX.399701,1,-726.58,93.89
20180725,SZSE.IDX.399701,1,-617.80,-42.26
20180727,SZSE.IDX.399701,-1,-651.02,39.53
20180730,SZSE.IDX.399701,-1,-651.02,54.22
20180801,SZSE.IDX.399701,1,-585.56,-161.52
20180803,SZSE.IDX.399701,-1,-767.43,118.31
20180806,SZSE.IDX.399701,-1,-767.43,192.05
20180808,SZSE.IDX.399701,1,-605.17,-96.57
20180810,SZSE.IDX.399701,1,-715.21,10.82
20180813,SZSE.IDX.399701,1,-715.21,-26.77
20180815,SZSE.IDX.399701,-1,-746.17,124.90
20180816,SZSE.IDX.399701,-1,-746.17,172.12
20180820,SZSE.IDX.399701,-1,-623.60,-56.68
20180822,SZSE.IDX.399701,1,-688.21,-29.82
20180824,SZSE.IDX.399701,1,-737.23,32.94
20180828,SZSE.IDX.399701,1,-680.32,3.64
20180829,SZSE.IDX.399701,1,-680.32,-18.99
20180831,SZSE.IDX.399701,1,-702.87,16.41
20180904,SZSE.IDX.399701,-1,-709.62,-61.92
20180906,SZSE.IDX.399701,-1,-736.43,64.97
20180910,SZSE.IDX.399701,1,-690.33,-50.17
20180912,SZSE.IDX.399701,1,-742.71,-27.40
20180914,SZSE.IDX.399701,-1,-706.36,-13.60
20180918,SZSE.IDX.399701,1,-684.55,109.90
20180919,SZSE.IDX.399701,1,-684.55,220.46
20180920,SZSE.IDX.399701,1,-684.55,216.89
20180921,SZSE.IDX.399701,1,-684.55,399.76
20180925,SZSE.IDX.399701,1,-684.55,330.38
20180926,SZSE.IDX.399701,1,-684.55,382.02
20180927,SZSE.IDX.399701,1,-684.55,357.41
20181008,SZSE.IDX.399701,1,-314.20,-110.20
20181011,SZSE.IDX.399701,1,-402.53,-134.38
20181015,SZSE.IDX.399701,1,-542.91,-106.63
