date,time,open,high,low,close,volume
2012-12-20,0,602.2,607.4,595.09,607.4,5469389.0
2012-12-21,0,606.11,614.04,602.06,604.95,5081366.0
2012-12-24,0,604.05,610.16,602.66,610.06,4094344.0
2012-12-25,0,609.45,626.12,607.46,623.95,6312655.0
2012-12-26,0,624.16,634.34,623.68,634.34,5972858.0
2012-12-27,0,636.23,637.98,625.89,626.02,6064288.0
2012-12-28,0,624.66,630.21,620.98,630.14,4573766.0
2012-12-31,0,630.48,636.07,628.77,635.31,5131569.0
2013-01-04,0,640.12,641.99,626.49,631.74,6774044.0
2013-01-07,0,629.75,639.95,626.52,639.91,7152539.0
2013-01-08,0,639.59,651.15,635.14,650.53,10066970.0
2013-01-09,0,649.51,656.63,642.97,650.54,9556141.0
2013-01-10,0,651.14,657.47,649.39,657.47,8198089.0
2013-01-11,0,657.96,661.52,643.01,644.81,10092922.0
2013-01-14,0,643.6,672.4,642.86,671.92,10553525.0
2013-01-15,0,674.79,691.71,674.61,688.55,14213028.0
2013-01-16,0,688.08,694.57,678.75,693.72,13441206.0
2013-01-17,0,691.4,691.99,678.74,679.9,9636202.0
2013-01-18,0,680.54,689.12,675.84,688.3,8780620.0
2013-01-21,0,688.62,693.34,685.2,693.34,9177551.0
2013-01-22,0,693.53,694.22,676.9,681.71,9865521.0
2013-01-23,0,679.33,682.99,670.63,682.2,8011998.0
2013-01-24,0,683.86,689.72,660.12,665.05,9984674.0
2013-01-25,0,662.4,666.52,658.19,660.46,5940304.0
2013-01-28,0,659.93,677.47,659.93,677.47,6787376.0
2013-01-29,0,677.87,687.8,676.56,686.31,8000612.0
2013-01-30,0,686.45,687.92,678.34,684.31,7224032.0
2013-01-31,0,682.76,685.54,676.91,678.87,6713641.0
2013-02-01,0,676.58,682.42,673.85,681.08,6652649.0
2013-02-04,0,682.32,683.77,671.02,675.12,7667156.0
2013-02-05,0,671.06,678.51,668.66,678.12,5857204.0
2013-02-06,0,677.4,685.41,677.4,682.34,6692949.0
2013-02-07,0,682.33,686.78,679.07,685.91,6276907.0
2013-02-08,0,685.91,699.29,685.91,697.11,6549430.0
2013-02-18,0,700.09,703.6,696.31,702.67,7668619.0
2013-02-19,0,702.0,703.59,687.14,690.72,7644956.0
2013-02-20,0,689.7,705.69,688.39,705.69,7748956.0
2013-02-21,0,701.57,701.57,685.43,691.91,9719285.0
2013-02-22,0,690.28,697.49,688.57,689.59,6737925.0
2013-02-25,0,691.11,699.62,689.9,697.58,6785409.0
2013-02-26,0,694.77,699.42,686.17,687.06,8894903.0
2013-02-27,0,688.12,693.88,682.49,688.57,8077073.0
