date,time,open,high,low,close,volume
2014-06-18,0,1344.05,1351.16,1328.81,1328.83,3938637.0
2014-06-19,0,1327.54,1335.44,1269.53,1281.12,4532794.0
2014-06-20,0,1281.14,1297.98,1273.18,1294.98,3111206.0
2014-06-23,0,1295.94,1330.24,1295.94,1324.14,3615497.0
2014-06-24,0,1322.55,1335.14,1320.99,1331.38,3265263.0
2014-06-25,0,1330.12,1330.7,1310.5,1322.78,3214760.0
2014-06-26,0,1323.84,1359.27,1323.84,1353.7,4248425.0
2014-06-27,0,1355.03,1365.92,1348.61,1355.84,4350533.0
2014-06-30,0,1355.47,1369.58,1337.1,1369.06,4513364.0
2014-07-01,0,1370.13,1380.89,1362.98,1375.43,4483060.0
2014-07-02,0,1377.83,1388.85,1363.49,1380.04,4295258.0
2014-07-03,0,1378.67,1383.1,1368.91,1373.53,4913800.0
2014-07-04,0,1373.02,1375.87,1360.95,1365.25,4577796.0
2014-07-07,0,1365.28,1365.28,1331.35,1344.19,4518148.0
2014-07-08,0,1343.61,1364.58,1332.44,1364.58,4560966.0
2014-07-09,0,1363.31,1372.86,1336.07,1336.16,5189086.0
2014-07-10,0,1337.96,1341.86,1311.31,1312.48,4478376.0
2014-07-11,0,1309.5,1322.97,1300.61,1309.7,4073785.0
2014-07-14,0,1307.6,1317.08,1289.61,1316.71,4700893.0
2014-07-15,0,1313.69,1316.0,1283.87,1292.56,4516063.0
2014-07-16,0,1289.12,1295.37,1260.47,1270.53,4017985.0
2014-07-17,0,1265.85,1274.21,1253.17,1261.51,3062861.0
2014-07-18,0,1259.21,1269.62,1247.55,1251.12,2696438.0
2014-07-21,0,1250.54,1258.11,1229.24,1251.14,3353759.0
2014-07-22,0,1251.3,1276.84,1249.16,1275.97,3583010.0
2014-07-23,0,1276.01,1277.13,1236.07,1241.06,3848737.0
2014-07-24,0,1238.79,1238.79,1201.84,1218.47,3717689.0
2014-07-25,0,1219.52,1237.09,1218.08,1232.31,2832508.0
2014-07-28,0,1235.6,1264.0,1232.89,1261.2,3800553.0
2014-07-29,0,1262.62,1283.81,1256.64,1276.53,3889552.0
2014-07-30,0,1274.83,1289.13,1274.38,1286.64,3590303.0
2014-07-31,0,1285.78,1289.82,1275.79,1287.19,3201102.0
2014-08-01,0,1282.74,1286.52,1265.63,1265.95,3396138.0
2014-08-04,0,1265.87,1274.64,1265.87,1272.74,2560147.0
2014-08-05,0,1273.14,1310.76,1266.24,1306.66,5561005.0
2014-08-06,0,1302.69,1311.95,1299.26,1308.87,3972474.0
2014-08-07,0,1308.99,1327.58,1307.47,1308.13,4006336.0
2014-08-08,0,1317.37,1328.98,1317.37,1322.64,3703588.0
2014-08-11,0,1325.14,1341.51,1325.14,1340.74,3983244.0
2014-08-12,0,1341.29,1345.41,1334.18,1337.36,3676081.0
2014-08-13,0,1337.27,1338.46,1309.39,1322.4,3750676.0
2014-08-14,0,1322.8,1332.42,1316.0,1316.94,3491738.0
2014-08-15,0,1319.29,1329.15,1313.03,1329.09,3186392.0
2014-08-18,0,1332.1,1365.64,1332.1,1365.64,5590887.0
2014-08-19,0,1376.35,1386.87,1365.11,1373.83,6300849.0
2014-08-20,0,1374.23,1374.54,1359.43,1363.99,4338806.0
2014-08-21,0,1366.1,1391.32,1361.34,1391.32,5307653.0
2014-08-22,0,1392.79,1410.15,1387.17,1404.59,5712674.0
2014-08-25,0,1404.91,1405.55,1380.89,1382.48,5560262.0
2014-08-26,0,1380.93,1383.25,1346.88,1351.38,4512977.0
2014-08-27,0,1352.05,1368.36,1352.05,1361.02,3363787.0
2014-08-28,0,1363.37,1364.01,1339.05,1343.89,3202007.0
2014-08-29,0,1341.2,1360.18,1340.86,1360.18,2616267.0
2014-09-01,0,1364.46,1387.91,1362.33,1387.91,3740464.0
