date,time,open,high,low,close,volume
2015-09-07,0,1751.79,1805.76,1721.48,1731.99,5077934.0
2015-09-08,0,1721.38,1799.17,1707.6,1798.02,4339798.0
2015-09-09,0,1805.55,1854.13,1799.29,1839.85,6906301.0
2015-09-10,0,1815.75,1845.87,1811.63,1815.47,4067436.0
2015-09-11,0,1815.62,1834.6,1792.78,1812.97,3842597.0
2015-09-14,0,1814.21,1817.83,1696.81,1703.52,5342037.0
2015-09-15,0,1667.07,1699.44,1634.14,1638.42,4335091.0
2015-09-16,0,1645.77,1746.12,1641.42,1737.9,4589721.0
2015-09-17,0,1731.37,1763.35,1705.45,1705.45,5391307.0
2015-09-18,0,1707.95,1732.68,1696.73,1724.63,4210529.0
2015-09-21,0,1708.01,1777.97,1701.44,1775.85,7834722.0
2015-09-22,0,1781.63,1800.65,1768.63,1785.78,7299374.0
2015-09-23,0,1761.16,1780.4,1751.63,1764.02,5007534.0
2015-09-24,0,1770.99,1791.21,1767.34,1791.21,4460113.0
2015-09-25,0,1784.98,1791.97,1725.71,1735.87,4817028.0
2015-09-28,0,1735.36,1775.75,1721.42,1775.07,3445266.0
2015-09-29,0,1749.75,1767.33,1733.2,1741.81,4144628.0
2015-09-30,0,1751.94,1761.26,1730.07,1749.59,3181328.0
2015-10-08,0,1811.25,1841.13,1800.56,1824.33,6179273.0
2015-10-09,0,1821.69,1844.69,1816.13,1837.15,5425503.0
2015-10-12,0,1845.28,1922.72,1844.82,1902.81,8133903.0
2015-10-13,0,1893.49,1921.28,1888.98,1911.55,5672510.0
2015-10-14,0,1897.63,1916.8,1885.0,1888.55,6265348.0
2015-10-15,0,1881.64,1935.8,1881.01,1935.73,6745762.0
2015-10-16,0,1946.28,1958.49,1914.14,1946.63,7930904.0
2015-10-19,0,1952.17,1958.88,1910.58,1931.67,7297611.0
2015-10-20,0,1931.99,1968.54,1924.21,1968.45,6954741.0
2015-10-21,0,1971.23,2013.36,1880.67,1890.19,10743196.0
2015-10-22,0,1899.41,1988.41,1899.41,1988.41,9158361.0
2015-10-23,0,2032.61,2072.78,2031.87,2067.17,12018774.0
