code,target,sigprice,gentime,usertag
SZSE.IDX.399662,0,1826.06,20180516150000000,exitlong
SZSE.IDX.399662,1,1822.09,20180517150000000,enterlong
SZSE.IDX.399662,0,1828,20180518150000000,exitlong
SZSE.IDX.399662,1,1855.11,20180521150000000,enterlong
SZSE.IDX.399662,0,1859.5,20180522150000000,exitlong
SZSE.IDX.399662,-1,1827.9,20180523150000000,entershort
SZSE.IDX.399662,0,1820.66,20180524150000000,exitshort
SZSE.IDX.399662,1,1781.44,20180525150000000,enterlong
SZSE.IDX.399662,0,1767.21,20180528150000000,exitlong
SZSE.IDX.399662,1,1753.85,20180529150000000,enterlong
SZSE.IDX.399662,0,1690.15,20180530150000000,exitlong
SZSE.IDX.399662,-1,1709.65,20180531150000000,entershort
SZSE.IDX.399662,0,1694.4,20180601150000000,exitshort
SZSE.IDX.399662,-1,1688.86,20180604150000000,entershort
SZSE.IDX.399662,0,1726.94,20180605150000000,exitshort
SZSE.IDX.399662,1,1729.75,20180606150000000,enterlong
SZSE.IDX.399662,0,1719.84,20180607150000000,exitlong
SZSE.IDX.399662,-1,1696.02,20180608150000000,entershort
SZSE.IDX.399662,0,1685.35,20180611150000000,exitshort
SZSE.IDX.399662,1,1700.12,20180612150000000,enterlong
SZSE.IDX.399662,0,1666.94,20180613150000000,exitlong
SZSE.IDX.399662,1,1662.93,20180614150000000,enterlong
SZSE.IDX.399662,0,1633.1,20180615150000000,exitlong
SZSE.IDX.399662,-1,1508.9,20180619150000000,entershort
SZSE.IDX.399662,0,1515.71,20180620150000000,exitshort
SZSE.IDX.399662,-1,1467.61,20180621150000000,entershort
SZSE.IDX.399662,0,1498.52,20180622150000000,exitshort
SZSE.IDX.399662,-1,1484.96,20180625150000000,entershort
SZSE.IDX.399662,0,1508.67,20180626150000000,exitshort
SZSE.IDX.399662,1,1495.04,20180627150000000,enterlong
SZSE.IDX.399662,0,1482.97,20180628150000000,exitlong
SZSE.IDX.399662,1,1542.82,20180629150000000,enterlong
SZSE.IDX.399662,0,1508.91,20180702150000000,exitlong
SZSE.IDX.399662,1,1538.63,20180703150000000,enterlong
SZSE.IDX.399662,0,1498.57,20180704150000000,exitlong
SZSE.IDX.399662,1,1457.37,20180705150000000,enterlong
SZSE.IDX.399662,0,1469.39,20180706150000000,exitlong
SZSE.IDX.399662,1,1512.26,20180709150000000,enterlong
SZSE.IDX.399662,0,1493.16,20180711150000000,exitlong
SZSE.IDX.399662,1,1548.43,20180712150000000,enterlong
SZSE.IDX.399662,0,1553.43,20180713150000000,exitlong
SZSE.IDX.399662,-1,1547.2,20180716150000000,entershort
SZSE.IDX.399662,0,1523.51,20180718150000000,exitshort
SZSE.IDX.399662,1,1511.42,20180719150000000,enterlong
SZSE.IDX.399662,0,1537.64,20180720150000000,exitlong
SZSE.IDX.399662,1,1563.95,20180723150000000,enterlong
SZSE.IDX.399662,0,1562.27,20180726150000000,exitlong
SZSE.IDX.399662,-1,1547.36,20180727150000000,entershort
SZSE.IDX.399662,0,1487.28,20180801150000000,exitshort
SZSE.IDX.399662,-1,1440.57,20180802150000000,entershort
SZSE.IDX.399662,0,1379.23,20180806150000000,exitshort
SZSE.IDX.399662,1,1427.79,20180807150000000,enterlong
SZSE.IDX.399662,0,1396,20180808150000000,exitlong
SZSE.IDX.399662,1,1446.12,20180809150000000,enterlong
SZSE.IDX.399662,0,1458.73,20180814150000000,exitlong
SZSE.IDX.399662,-1,1421.2,20180815150000000,entershort
SZSE.IDX.399662,0,1410.09,20180816150000000,exitshort
SZSE.IDX.399662,-1,1388.25,20180817150000000,entershort
SZSE.IDX.399662,0,1407.74,20180820150000000,exitshort
SZSE.IDX.399662,1,1418.82,20180821150000000,enterlong
SZSE.IDX.399662,0,1396.72,20180822150000000,exitlong
SZSE.IDX.399662,1,1413.14,20180823150000000,enterlong
SZSE.IDX.399662,0,1402.05,20180824150000000,exitlong
SZSE.IDX.399662,1,1439.22,20180827150000000,enterlong
SZSE.IDX.399662,0,1432.5,20180829150000000,exitlong
SZSE.IDX.399662,1,1405.58,20180830150000000,enterlong
SZSE.IDX.399662,0,1391.23,20180831150000000,exitlong
SZSE.IDX.399662,-1,1392.96,20180903150000000,entershort
SZSE.IDX.399662,0,1407.83,20180904150000000,exitshort
SZSE.IDX.399662,1,1380.9,20180905150000000,enterlong
SZSE.IDX.399662,0,1376.29,20180906150000000,exitlong
SZSE.IDX.399662,1,1367.7,20180907150000000,enterlong
SZSE.IDX.399662,0,1323.25,20180910150000000,exitlong
SZSE.IDX.399662,1,1326.81,20180911150000000,enterlong
SZSE.IDX.399662,0,1346.6,20180913150000000,exitlong
SZSE.IDX.399662,1,1330.93,20180914150000000,enterlong
SZSE.IDX.399662,0,1307.68,20180917150000000,exitlong
SZSE.IDX.399662,1,1334.29,20180918150000000,enterlong
SZSE.IDX.399662,0,1374.95,20180921150000000,exitlong
SZSE.IDX.399662,1,1367.84,20180925150000000,enterlong
SZSE.IDX.399662,0,1372.85,20180926150000000,exitlong
SZSE.IDX.399662,-1,1344.87,20180927150000000,entershort
SZSE.IDX.399662,0,1355.83,20180928150000000,exitshort
SZSE.IDX.399662,1,1293.22,20181008150000000,enterlong
SZSE.IDX.399662,0,1291.78,20181009150000000,exitlong
SZSE.IDX.399662,-1,1286.86,20181010150000000,entershort
