code,direct,opentime,openprice,closetime,closeprice,qty,profit,maxprofit,maxloss,totalprofit,entertag,exittag,openbarno,closebarno
SSE.ETF.510300,LONG,201803121355,4129,201803121400,4130.8,1,1.8,2.2,-2.6,-35.6,enterlong,exitlong,2146,2147
SSE.ETF.510300,SHORT,201803121405,4128.2,201803121420,4129,1,-0.8,3.6,-1.8,-36.4,entershort,exitshort,2148,2151
SSE.ETF.510300,LONG,201803121425,4132.2,201803121430,4127.8,1,-4.4,0.4,-5.4,-40.8,enterlong,exitlong,2152,2153
SSE.ETF.510300,SHORT,201803121435,4125.8,201803121455,4126.4,1,-0.6,4.6,-1.6,-41.4,entershort,exitshort,2154,2158
SSE.ETF.510300,SHORT,201803121500,4123.4,201803130935,4122,1,1.4,4.4,-1.6,-40,entershort,exitshort,2159,2160
SSE.ETF.510300,SHORT,201803130940,4104.8,201803130945,4119.6,1,-14.8,1,-14.8,-54.8,entershort,exitshort,2161,2162
SSE.ETF.510300,LONG,201803130950,4121,201803131010,4114,1,-7,5.4,-7,-61.8,enterlong,exitlong,2163,2167
SSE.ETF.510300,SHORT,201803131015,4112,201803131020,4110.4,1,1.6,2,-3.6,-60.2,entershort,exitshort,2168,2169
SSE.ETF.510300,LONG,201803131025,4117,201803131035,4110.2,1,-6.8,1,-6.6,-67,enterlong,exitlong,2170,2172
SSE.ETF.510300,LONG,201803131040,4111.6,201803131045,4111,1,-0.6,1.4,-3.6,-67.6,enterlong,exitlong,2173,2174
SSE.ETF.510300,SHORT,201803131050,4110.4,201803131055,4114.2,1,-3.8,2.2,-4.6,-71.4,entershort,exitshort,2175,2176
SSE.ETF.510300,SHORT,201803131100,4111,201803131120,4104.8,1,6.2,10.2,-0.4,-65.2,entershort,exitshort,2177,2181
SSE.ETF.510300,SHORT,201803131125,4102.6,201803131130,4105.4,1,-2.8,0.8,-3.4,-68,entershort,exitshort,2182,2183
SSE.ETF.510300,LONG,201803131305,4110,201803131310,4107.4,1,-2.6,1.6,-3.8,-70.6,enterlong,exitlong,2184,2185
SSE.ETF.510300,LONG,201803131320,4107.2,201803131340,4108.8,1,1.6,7,-1.4,-69,enterlong,exitlong,2187,2191
SSE.ETF.510300,SHORT,201803131345,4105,201803131355,4108.4,1,-3.4,2,-6,-72.4,entershort,exitshort,2192,2194
SSE.ETF.510300,LONG,201803131400,4113.4,201803131405,4108.2,1,-5.2,0.8,-5.2,-77.6,enterlong,exitlong,2195,2196
SSE.ETF.510300,SHORT,201803131410,4104,201803131415,4104.4,1,-0.4,2.8,-2.2,-78,entershort,exitshort,2197,2198
SSE.ETF.510300,SHORT,201803131420,4094.4,201803131425,4094,1,0.4,0.8,-3.2,-77.6,entershort,exitshort,2199,2200
SSE.ETF.510300,SHORT,201803131430,4090.4,201803131435,4093.4,1,-3,0.4,-3.2,-80.6,entershort,exitshort,2201,2202
SSE.ETF.510300,SHORT,201803131440,4090,201803131445,4090.2,1,-0.2,0.6,-4.6,-80.8,entershort,exitshort,2203,2204
SSE.ETF.510300,SHORT,201803131450,4080.8,201803140940,4067.6,1,13.2,15.8,-2.8,-67.6,entershort,exitshort,2205,2209
SSE.ETF.510300,LONG,201803140945,4077.8,201803140950,4068,1,-9.8,0.2,-9.2,-77.4,enterlong,exitlong,2210,2211
SSE.ETF.510300,LONG,201803140955,4067.2,201803141025,4068,1,0.8,8,-1.4,-76.6,enterlong,exitlong,2212,2218
SSE.ETF.510300,LONG,201803141030,4074.6,201803141040,4070.6,1,-4,2.6,-5.4,-80.6,enterlong,exitlong,2219,2221
SSE.ETF.510300,SHORT,201803141105,4067,201803141110,4069.4,1,-2.4,2,-4.2,-83,entershort,exitshort,2226,2227
SSE.ETF.510300,SHORT,201803141115,4068,201803141120,4069.8,1,-1.8,1,-3.8,-84.8,entershort,exitshort,2228,2229
SSE.ETF.510300,SHORT,201803141125,4063,201803141130,4065.6,1,-2.6,2.6,-3.6,-87.4,entershort,exitshort,2230,2231
SSE.ETF.510300,LONG,201803141310,4068.4,201803141320,4068.2,1,-0.2,4.6,-0.8,-87.6,enterlong,exitlong,2233,2235
SSE.ETF.510300,SHORT,201803141325,4067.6,201803141335,4065,1,2.6,5.6,-0.8,-85,entershort,exitshort,2236,2238
SSE.ETF.510300,SHORT,201803141340,4065.6,201803141345,4071.6,1,-6,1.8,-6,-91,entershort,exitshort,2239,2240
SSE.ETF.510300,LONG,201803141350,4071.2,201803141355,4072,1,0.8,1.6,-2,-90.2,enterlong,exitlong,2241,2242
SSE.ETF.510300,SHORT,201803141400,4073,201803141405,4071.2,1,1.8,3,-2,-88.4,entershort,exitshort,2243,2244
SSE.ETF.510300,LONG,201803141410,4073.6,201803141415,4074.2,1,0.6,1.4,-3.6,-87.8,enterlong,exitlong,2245,2246
SSE.ETF.510300,LONG,201803141420,4084,201803141425,4081.6,1,-2.4,0.8,-3,-90.2,enterlong,exitlong,2247,2248
SSE.ETF.510300,SHORT,201803141430,4080,201803141440,4075.6,1,4.4,4.2,-0.6,-85.8,entershort,exitshort,2249,2251
SSE.ETF.510300,SHORT,201803141445,4074,201803150940,4065.8,1,8.2,23.4,-1,-77.6,entershort,exitshort,2252,2257
SSE.ETF.510300,LONG,201803150945,4068.6,201803151005,4088.6,1,20,25.4,0,-57.6,enterlong,exitlong,2258,2262
SSE.ETF.510300,LONG,201803151010,4092.2,201803151015,4086.6,1,-5.6,0.2,-7,-63.2,enterlong,exitlong,2263,2264
SSE.ETF.510300,SHORT,201803151030,4086,201803151035,4085,1,1,2.2,-5.6,-62.2,entershort,exitshort,2267,2268
SSE.ETF.510300,SHORT,201803151040,4080,201803151100,4095,1,-15,1.4,-14.8,-77.2,entershort,exitshort,2269,2273
SSE.ETF.510300,SHORT,201803151125,4090.4,201803151400,4079.2,1,11.2,19.2,0,-66,entershort,exitshort,2278,2291
SSE.ETF.510300,SHORT,201803151410,4075,201803151415,4078.4,1,-3.4,0.8,-3.4,-69.4,entershort,exitshort,2293,2294
SSE.ETF.510300,LONG,201803151420,4085.6,201803151425,4085,1,-0.6,2.2,-3.4,-70,enterlong,exitlong,2295,2296
SSE.ETF.510300,SHORT,201803151435,4078.6,201803151440,4087.2,1,-8.6,1.2,-8.8,-78.6,entershort,exitshort,2298,2299
SSE.ETF.510300,LONG,201803151450,4090.4,201803160940,4078.4,1,-12,7.4,-14.4,-90.6,enterlong,exitlong,2301,2305
SSE.ETF.510300,LONG,201803160945,4078,201803160955,4087,1,9,8.8,-1.2,-81.6,enterlong,exitlong,2306,2308
SSE.ETF.510300,LONG,201803161000,4091.4,201803161005,4087,1,-4.4,1.6,-5.2,-86,enterlong,exitlong,2309,2310
SSE.ETF.510300,LONG,201803161010,4083,201803161015,4079.4,1,-3.6,1,-3,-89.6,enterlong,exitlong,2311,2312
SSE.ETF.510300,LONG,201803161020,4083.6,201803161030,4085,1,1.4,3.4,-2.8,-88.2,enterlong,exitlong,2313,2315
SSE.ETF.510300,LONG,201803161035,4087.8,201803161040,4081.2,1,-6.6,0.6,-7,-94.8,enterlong,exitlong,2316,2317
SSE.ETF.510300,SHORT,201803161045,4079.4,201803161050,4081,1,-1.6,0.6,-3.2,-96.4,entershort,exitshort,2318,2319
SSE.ETF.510300,SHORT,201803161055,4076.4,201803161100,4077.4,1,-1,0.8,-2.8,-97.4,entershort,exitshort,2320,2321
SSE.ETF.510300,SHORT,201803161105,4075.4,201803161110,4077.8,1,-2.4,0,-5.4,-99.8,entershort,exitshort,2322,2323
SSE.ETF.510300,SHORT,201803161115,4072,201803161125,4070.8,1,1.2,2.2,-3,-98.6,entershort,exitshort,2324,2326
SSE.ETF.510300,SHORT,201803161130,4067.6,201803161315,4067.8,1,-0.2,4.4,-3.6,-98.8,entershort,exitshort,2327,2330
SSE.ETF.510300,LONG,201803161325,4070,201803161400,4068.8,1,-1.2,5.6,-4.8,-100,enterlong,exitlong,2332,2339
SSE.ETF.510300,SHORT,201803161405,4066.4,201803190940,4019,1,47.4,49.2,-0.6,-52.6,entershort,exitshort,2340,2353
SSE.ETF.510300,SHORT,201803190945,4014.8,201803190950,4021.2,1,-6.4,0.8,-7.2,-59,entershort,exitshort,2354,2355
SSE.ETF.510300,SHORT,201803190955,4014.6,201803191000,4024.2,1,-9.6,3.4,-10.4,-68.6,entershort,exitshort,2356,2357
SSE.ETF.510300,LONG,201803191005,4033.6,201803191055,4043.8,1,10.2,20.2,-0.8,-58.4,enterlong,exitlong,2358,2368
SSE.ETF.510300,SHORT,201803191110,4043.2,201803191115,4056.2,1,-13,0.6,-15.2,-71.4,entershort,exitshort,2371,2372
SSE.ETF.510300,SHORT,201803191120,4054,201803191410,4049.2,1,4.8,16.4,-4.8,-66.6,entershort,exitshort,2373,2389
SSE.ETF.510300,LONG,201803191415,4051.8,201803191425,4055.6,1,3.8,5.2,-2.2,-62.8,enterlong,exitlong,2390,2392
SSE.ETF.510300,LONG,201803191430,4056.2,201803191435,4053.4,1,-2.8,1.4,-5.4,-65.6,enterlong,exitlong,2393,2394
SSE.ETF.510300,SHORT,201803191440,4047.4,201803191445,4047.4,1,-0,4.6,-4.4,-65.6,entershort,exitshort,2395,2396
SSE.ETF.510300,LONG,201803191450,4046.8,201803191455,4046.2,1,-0.6,1,-6.6,-66.2,enterlong,exitlong,2397,2398
SSE.ETF.510300,LONG,201803191500,4048,201803200940,4035,1,-13,2.8,-24,-79.2,enterlong,exitlong,2399,2401
SSE.ETF.510300,LONG,201803200945,4037,201803200955,4036,1,-1,3.8,-2.4,-80.2,enterlong,exitlong,2402,2404
SSE.ETF.510300,LONG,201803201000,4039.4,201803201010,4035,1,-4.4,5.2,-4.4,-84.6,enterlong,exitlong,2405,2407
SSE.ETF.510300,SHORT,201803201020,4029.6,201803201030,4027.2,1,2.4,6.8,-0.4,-82.2,entershort,exitshort,2409,2411
SSE.ETF.510300,LONG,201803201035,4028.4,201803201040,4024.6,1,-3.8,0.6,-5.8,-86,enterlong,exitlong,2412,2413
SSE.ETF.510300,SHORT,201803201045,4018,201803201050,4016.6,1,1.4,2.2,-6.8,-84.6,entershort,exitshort,2414,2415
SSE.ETF.510300,LONG,201803201100,4021.4,201803201120,4023,1,1.6,13.2,-1,-83,enterlong,exitlong,2417,2421
SSE.ETF.510300,LONG,201803201130,4029.8,201803201305,4026.6,1,-3.2,0,-6,-86.2,enterlong,exitlong,2423,2424
SSE.ETF.510300,LONG,201803201320,4032.2,201803201350,4047.6,1,15.4,21,-0.4,-70.8,enterlong,exitlong,2427,2433
SSE.ETF.510300,LONG,201803201355,4053.2,201803201400,4048.2,1,-5,2.4,-5.8,-75.8,enterlong,exitlong,2434,2435
SSE.ETF.510300,LONG,201803201405,4053.2,201803201420,4058.4,1,5.2,11.8,-2.2,-70.6,enterlong,exitlong,2436,2439
SSE.ETF.510300,LONG,201803201430,4061.8,201803201435,4057,1,-4.8,0,-7.6,-75.4,enterlong,exitlong,2441,2442
SSE.ETF.510300,SHORT,201803201445,4049.2,201803201500,4054.8,1,-5.6,3,-6,-81,entershort,exitshort,2444,2447
SSE.ETF.510300,SHORT,201803210935,4080,201803211000,4080.2,1,-0.2,11.4,-1,-81.2,entershort,exitshort,2448,2453
SSE.ETF.510300,LONG,201803211005,4082.6,201803211020,4086.4,1,3.8,11.6,-2.4,-77.4,enterlong,exitlong,2454,2457
SSE.ETF.510300,SHORT,201803211030,4082.2,201803211040,4084.2,1,-2,1.6,-4,-79.4,entershort,exitshort,2459,2461
SSE.ETF.510300,LONG,201803211045,4090.4,201803211105,4090.2,1,-0.2,6.8,-3.4,-79.6,enterlong,exitlong,2462,2466
SSE.ETF.510300,LONG,201803211110,4089.4,201803211115,4083,1,-6.4,1.4,-8,-86,enterlong,exitlong,2467,2468
SSE.ETF.510300,LONG,201803211320,4094.8,201803211340,4085.6,1,-9.2,1.8,-9.2,-95.2,enterlong,exitlong,2475,2479
SSE.ETF.510300,SHORT,201803211350,4085.6,201803211400,4076.2,1,9.4,9.6,-0.4,-85.8,entershort,exitshort,2481,2483
SSE.ETF.510300,LONG,201803211405,4077.2,201803211410,4073,1,-4.2,0.8,-4.2,-90,enterlong,exitlong,2484,2485
SSE.ETF.510300,SHORT,201803211415,4068.2,201803211430,4059.4,1,8.8,10.8,-2,-81.2,entershort,exitshort,2486,2489
SSE.ETF.510300,LONG,201803211435,4046,201803211440,4031.2,1,-14.8,0,-16,-96,enterlong,exitlong,2490,2491
SSE.ETF.510300,LONG,201803211445,4031.6,201803211450,4020.8,1,-10.8,0,-11.6,-106.8,enterlong,exitlong,2492,2493
SSE.ETF.510300,SHORT,201803211500,4023.2,201803220940,4045,1,-21.8,0.2,-24.2,-128.6,entershort,exitshort,2495,2497
SSE.ETF.510300,SHORT,201803220950,4040,201803221130,3994.6,1,45.4,72.8,-3,-83.2,entershort,exitshort,2499,2519
SSE.ETF.510300,LONG,201803221340,4003.2,201803221350,4007.8,1,4.6,9.8,-1.2,-78.6,enterlong,exitlong,2527,2529
SSE.ETF.510300,LONG,201803221415,4008.2,201803221420,3996.2,1,-12,0,-12,-90.6,enterlong,exitlong,2534,2535
SSE.ETF.510300,SHORT,201803221425,3997.2,201803221500,3981.4,1,15.8,17.8,-4.4,-74.8,entershort,exitshort,2536,2543
SSE.ETF.510300,SHORT,201803230940,3849.8,201803230945,3871.8,1,-22,2.8,-32.6,-96.8,entershort,exitshort,2545,2546
SSE.ETF.510300,SHORT,201803231115,3852.6,201803231325,3826.6,1,26,50.4,-14,-70.8,entershort,exitshort,2564,2572
SSE.ETF.510300,SHORT,201803231345,3818,201803231410,3804.8,1,13.2,28.8,-6.4,-57.6,entershort,exitshort,2576,2581
SSE.ETF.510300,SHORT,201803231420,3773.4,201803231430,3801.8,1,-28.4,13.8,-31.6,-86,entershort,exitshort,2583,2585
SSE.ETF.510300,LONG,201803231440,3794,201803260945,3810.2,1,16.2,37,-9,-69.8,enterlong,exitlong,2587,2594
SSE.ETF.510300,LONG,201803260950,3833.4,201803261050,3832.8,1,-0.6,19.6,-7,-70.4,enterlong,exitlong,2595,2607
SSE.ETF.510300,LONG,201803261110,3831,201803261115,3823.6,1,-7.4,1.4,-10,-77.8,enterlong,exitlong,2611,2612
SSE.ETF.510300,SHORT,201803261125,3816,201803261130,3819.6,1,-3.6,6.6,-7.6,-81.4,entershort,exitshort,2614,2615
SSE.ETF.510300,SHORT,201803261305,3815.4,201803261310,3815,1,0.4,1.8,-9,-81,entershort,exitshort,2616,2617
SSE.ETF.510300,SHORT,201803261315,3807.8,201803261325,3825.6,1,-17.8,1.6,-18.8,-98.8,entershort,exitshort,2618,2620
SSE.ETF.510300,SHORT,201803261340,3816.2,201803261350,3812.6,1,3.6,8,-3.8,-95.2,entershort,exitshort,2623,2625
SSE.ETF.510300,LONG,201803261355,3821,201803261400,3803.2,1,-17.8,0,-18.4,-113,enterlong,exitlong,2626,2627
SSE.ETF.510300,LONG,201803261405,3809.8,201803261440,3851.6,1,41.8,49,-4.2,-71.2,enterlong,exitlong,2628,2635
SSE.ETF.510300,SHORT,201803261445,3843,201803261450,3852,1,-9,0.2,-8.8,-80.2,entershort,exitshort,2636,2637
SSE.ETF.510300,LONG,201803261500,3851,201803270945,3902.2,1,51.2,64,-2,-29,enterlong,exitlong,2639,2642
SSE.ETF.510300,LONG,201803270950,3915.8,201803271125,3896.8,1,-19,3,-27.8,-48,enterlong,exitlong,2643,2662
SSE.ETF.510300,LONG,201803271320,3907,201803271335,3896.2,1,-10.8,4,-11.2,-58.8,enterlong,exitlong,2667,2670
SSE.ETF.510300,LONG,201803271340,3898,201803271345,3893,1,-5,2,-8,-63.8,enterlong,exitlong,2671,2672
SSE.ETF.510300,SHORT,201803271350,3888,201803271410,3882,1,6,16,-2.4,-57.8,entershort,exitshort,2673,2677
SSE.ETF.510300,SHORT,201803271415,3875.6,201803271435,3877.4,1,-1.8,15.4,-3,-59.6,entershort,exitshort,2678,2682
SSE.ETF.510300,LONG,201803271445,3878.6,201803281010,3883,1,4.4,19.4,-26,-55.2,enterlong,exitlong,2684,2695
SSE.ETF.510300,SHORT,201803281020,3871.2,201803281040,3856.6,1,14.6,23,-2.6,-40.6,entershort,exitshort,2697,2701
SSE.ETF.510300,SHORT,201803281050,3853,201803281055,3853.8,1,-0.8,1.6,-6,-41.4,entershort,exitshort,2703,2704
SSE.ETF.510300,SHORT,201803281100,3839,201803281115,3842.8,1,-3.8,4.2,-8.4,-45.2,entershort,exitshort,2705,2708
SSE.ETF.510300,SHORT,201803281120,3836,201803281330,3822.2,1,13.8,24.6,-1.8,-31.4,entershort,exitshort,2709,2717
SSE.ETF.510300,SHORT,201803281345,3811.2,201803281350,3817.6,1,-6.4,0.4,-13.8,-37.8,entershort,exitshort,2720,2721
SSE.ETF.510300,LONG,201803281400,3827,201803281415,3824.6,1,-2.4,8.8,-4.4,-40.2,enterlong,exitlong,2723,2726
SSE.ETF.510300,SHORT,201803281420,3820.8,201803281440,3827.6,1,-6.8,16,-10,-47,entershort,exitshort,2727,2731
SSE.ETF.510300,SHORT,201803281445,3813.2,201803281450,3812.2,1,1,1.6,-5.6,-46,entershort,exitshort,2732,2733
SSE.ETF.510300,LONG,201803281455,3818.6,201803281500,3814.2,1,-4.4,2.4,-8,-50.4,enterlong,exitlong,2734,2735
SSE.ETF.510300,SHORT,201803290935,3836.6,201803290940,3833.4,1,3.2,6.6,-4,-47.2,entershort,exitshort,2736,2737
SSE.ETF.510300,SHORT,201803290945,3823.6,201803290955,3805,1,18.6,18.6,0,-28.6,entershort,exitshort,2738,2740
SSE.ETF.510300,SHORT,201803291000,3800.6,201803291005,3796.2,1,4.4,4.4,-4.2,-24.2,entershort,exitshort,2741,2742
SSE.ETF.510300,LONG,201803291010,3792,201803291020,3785.6,1,-6.4,8.4,-9.2,-30.6,enterlong,exitlong,2743,2745
SSE.ETF.510300,LONG,201803291025,3788.2,201803291030,3780.2,1,-8,2.8,-8,-38.6,enterlong,exitlong,2746,2747
SSE.ETF.510300,SHORT,201803291035,3779.6,201803291040,3787.4,1,-7.8,1.6,-8,-46.4,entershort,exitshort,2748,2749
SSE.ETF.510300,LONG,201803291045,3808.8,201803291050,3801.8,1,-7,0,-10.4,-53.4,enterlong,exitlong,2750,2751
SSE.ETF.510300,LONG,201803291055,3813.6,201803291110,3821.4,1,7.8,17.8,-0.2,-45.6,enterlong,exitlong,2752,2755
SSE.ETF.510300,LONG,201803291115,3821.6,201803291120,3819.4,1,-2.2,2.6,-6.4,-47.8,enterlong,exitlong,2756,2757
SSE.ETF.510300,SHORT,201803291125,3811.6,201803291305,3817.2,1,-5.6,6.8,-5.2,-53.4,entershort,exitshort,2758,2760
SSE.ETF.510300,LONG,201803291310,3822.8,201803301025,3881.2,1,58.4,75.6,-4.8,5,enterlong,exitlong,2761,2794
SSE.ETF.510300,SHORT,201803301040,3879,201803301045,3885.4,1,-6.4,2.2,-6.2,-1.4,entershort,exitshort,2797,2798
SSE.ETF.510300,LONG,201803301050,3884.2,201803301105,3882,1,-2.2,5,-6.2,-3.6,enterlong,exitlong,2799,2802
SSE.ETF.510300,LONG,201803301110,3882.2,201803301130,3882,1,-0.2,2.4,-5,-3.8,enterlong,exitlong,2803,2807
SSE.ETF.510300,SHORT,201803301305,3882,201803301310,3884.4,1,-2.4,0.4,-5.6,-6.2,entershort,exitshort,2808,2809
SSE.ETF.510300,LONG,201803301315,3887,201803301325,3893.8,1,6.8,9,-2,0.6,enterlong,exitlong,2810,2812
SSE.ETF.510300,SHORT,201803301330,3895.6,201803301335,3908.4,1,-12.8,0.8,-12.4,-12.2,entershort,exitshort,2813,2814
SSE.ETF.510300,SHORT,201803301340,3899.4,201803301355,3887.8,1,11.6,17.6,-1.2,-0.6,entershort,exitshort,2815,2818
SSE.ETF.510300,SHORT,201803301400,3884.2,201803301410,3879.2,1,5,6.4,-2.8,4.4,entershort,exitshort,2819,2821
SSE.ETF.510300,LONG,201803301415,3881.4,201803301425,3886.8,1,5.4,12.2,-3,9.8,enterlong,exitlong,2822,2824
SSE.ETF.510300,SHORT,201803301430,3882.8,201803301435,3890.6,1,-7.8,0,-9.8,2,entershort,exitshort,2825,2826
SSE.ETF.510300,SHORT,201803301440,3886.2,201803301450,3890,1,-3.8,8,-3.6,-1.8,entershort,exitshort,2827,2829
SSE.ETF.510300,SHORT,201803301455,3886.8,201804020940,3865,1,21.8,23.2,-8.8,20,entershort,exitshort,2830,2833
SSE.ETF.510300,LONG,201804020945,3871.4,201804021005,3917.2,1,45.8,47.8,0,65.8,enterlong,exitlong,2834,2838
SSE.ETF.510300,LONG,201804021010,3926.8,201804021015,3918.4,1,-8.4,1.2,-10.8,57.4,enterlong,exitlong,2839,2840
SSE.ETF.510300,LONG,201804021025,3922.4,201804021110,3906,1,-16.4,4.8,-17.2,41,enterlong,exitlong,2842,2851
SSE.ETF.510300,SHORT,201804021120,3898.8,201804021320,3903.4,1,-4.6,7.8,-7.6,36.4,entershort,exitshort,2853,2859
SSE.ETF.510300,SHORT,201804021335,3898.4,201804021400,3885.6,1,12.8,16.4,-1.2,49.2,entershort,exitshort,2862,2867
SSE.ETF.510300,LONG,201804021405,3891.4,201804021410,3880,1,-11.4,0,-12.8,37.8,enterlong,exitlong,2868,2869
SSE.ETF.510300,SHORT,201804021420,3871.2,201804021430,3876.4,1,-5.2,3.4,-10.6,32.6,entershort,exitshort,2871,2873
SSE.ETF.510300,SHORT,201804021445,3871,201804030940,3839,1,32,33.2,0,64.6,entershort,exitshort,2876,2881
SSE.ETF.510300,LONG,201804030945,3850.8,201804030950,3845.2,1,-5.6,2.6,-7.4,59,enterlong,exitlong,2882,2883
SSE.ETF.510300,SHORT,201804030955,3834.8,201804031000,3846.2,1,-11.4,2.6,-15.8,47.6,entershort,exitshort,2884,2885
SSE.ETF.510300,SHORT,201804031005,3840.8,201804031045,3844.2,1,-3.4,14.6,-7.8,44.2,entershort,exitshort,2886,2894
SSE.ETF.510300,LONG,201804031050,3848.4,201804031115,3858,1,9.6,19.6,-1,53.8,enterlong,exitlong,2895,2900
SSE.ETF.510300,LONG,201804031120,3853.8,201804031125,3848.8,1,-5,3,-5.4,48.8,enterlong,exitlong,2901,2902
SSE.ETF.510300,SHORT,201804031315,3836.6,201804031320,3837.6,1,-1,0.2,-4.2,47.8,entershort,exitshort,2906,2907
SSE.ETF.510300,SHORT,201804031325,3834.8,201804031340,3832,1,2.8,7.6,-2,50.6,entershort,exitshort,2908,2911
SSE.ETF.510300,SHORT,201804031345,3829.2,201804031350,3835.2,1,-6,0,-11.8,44.6,entershort,exitshort,2912,2913
SSE.ETF.510300,SHORT,201804031355,3830.2,201804031405,3832.6,1,-2.4,2.2,-4.4,42.2,entershort,exitshort,2914,2916
SSE.ETF.510300,LONG,201804031410,3834.6,201804031415,3832,1,-2.6,3.6,-5.2,39.6,enterlong,exitlong,2917,2918
SSE.ETF.510300,SHORT,201804031420,3832.6,201804031425,3848.4,1,-15.8,1.2,-16.8,23.8,entershort,exitshort,2919,2920
SSE.ETF.510300,LONG,201804031430,3850.4,201804031440,3849.2,1,-1.2,8.4,-1.6,22.6,enterlong,exitlong,2921,2923
SSE.ETF.510300,LONG,201804031445,3855.2,201804031455,3855.2,1,0,8.4,-2.2,22.6,enterlong,exitlong,2924,2926
SSE.ETF.510300,LONG,201804040940,3866.6,201804040945,3860.6,1,-6,0,-5.4,16.6,enterlong,exitlong,2929,2930
SSE.ETF.510300,LONG,201804040955,3867.8,201804041005,3879.6,1,11.8,18,0,28.4,enterlong,exitlong,2932,2934
SSE.ETF.510300,LONG,201804041010,3884.4,201804041035,3871.8,1,-12.6,1.6,-15.2,15.8,enterlong,exitlong,2935,2940
SSE.ETF.510300,LONG,201804041045,3878,201804041100,3879.8,1,1.8,10.8,-3.4,17.6,enterlong,exitlong,2942,2945
SSE.ETF.510300,LONG,201804041105,3886.2,201804041110,3884,1,-2.2,1.8,-7.2,15.4,enterlong,exitlong,2946,2947
SSE.ETF.510300,LONG,201804041115,3888,201804041125,3886.6,1,-1.4,1.2,-5,14,enterlong,exitlong,2948,2950
SSE.ETF.510300,LONG,201804041130,3888.2,201804041310,3884.6,1,-3.6,3.8,-5.4,10.4,enterlong,exitlong,2951,2953
SSE.ETF.510300,SHORT,201804041320,3880,201804041335,3883.6,1,-3.6,3,-4.6,6.8,entershort,exitshort,2955,2958
SSE.ETF.510300,SHORT,201804041340,3874.6,201804041355,3861.2,1,13.4,13.4,-1.4,20.2,entershort,exitshort,2959,2962
SSE.ETF.510300,SHORT,201804041410,3856.2,201804041420,3860.6,1,-4.4,3.2,-5.4,15.8,entershort,exitshort,2965,2967
SSE.ETF.510300,SHORT,201804041425,3859.4,201804041435,3856.4,1,3,6.4,-5.4,18.8,entershort,exitshort,2968,2970
SSE.ETF.510300,SHORT,201804041440,3843.4,201804090935,3850.4,1,-7,13.4,-2.8,11.8,entershort,exitshort,2971,2976
SSE.ETF.510300,LONG,201804090940,3863,201804090945,3836.8,1,-26.2,2.2,-26.2,-14.4,enterlong,exitlong,2977,2978
SSE.ETF.510300,SHORT,201804090950,3835.2,201804090955,3848.4,1,-13.2,13,-15.2,-27.6,entershort,exitshort,2979,2980
SSE.ETF.510300,LONG,201804091000,3850.8,201804091005,3847.8,1,-3,3.6,-8.2,-30.6,enterlong,exitlong,2981,2982
SSE.ETF.510300,SHORT,201804091015,3839.4,201804091020,3844,1,-4.6,0.8,-8.2,-35.2,entershort,exitshort,2984,2985
SSE.ETF.510300,SHORT,201804091030,3833.2,201804091040,3842.2,1,-9,5.2,-9.6,-44.2,entershort,exitshort,2987,2989
SSE.ETF.510300,SHORT,201804091045,3833.6,201804091100,3841.8,1,-8.2,3.6,-8.8,-52.4,entershort,exitshort,2990,2993
SSE.ETF.510300,LONG,201804091105,3854.6,201804091115,3854.6,1,0,7,-1.4,-52.4,enterlong,exitlong,2994,2996
SSE.ETF.510300,LONG,201804091125,3858.8,201804091315,3861.2,1,2.4,12.2,-2.6,-50,enterlong,exitlong,2998,3002
SSE.ETF.510300,SHORT,201804091325,3858.2,201804091410,3846.2,1,12,17.2,0,-38,entershort,exitshort,3004,3013
SSE.ETF.510300,LONG,201804091415,3847.8,201804091420,3842.4,1,-5.4,5.6,-5.4,-43.4,enterlong,exitlong,3014,3015
SSE.ETF.510300,LONG,201804091425,3849.6,201804091430,3832.6,1,-17,1.4,-17.4,-60.4,enterlong,exitlong,3016,3017
SSE.ETF.510300,LONG,201804091435,3838,201804091440,3834.2,1,-3.8,1.8,-4.8,-64.2,enterlong,exitlong,3018,3019
SSE.ETF.510300,LONG,201804091445,3831.8,201804100940,3849,1,17.2,24.4,-1.6,-47,enterlong,exitlong,3020,3025
SSE.ETF.510300,LONG,201804100945,3846.4,201804101000,3863,1,16.6,19.4,-0.2,-30.4,enterlong,exitlong,3026,3029
SSE.ETF.510300,SHORT,201804101005,3854.2,201804101015,3854.8,1,-0.6,6,-1.8,-31,entershort,exitshort,3030,3032
SSE.ETF.510300,LONG,201804101020,3857.6,201804101035,3868.6,1,11,11.2,-3.4,-20,enterlong,exitlong,3033,3036
SSE.ETF.510300,LONG,201804101040,3875.2,201804101125,3876.6,1,1.4,18,-3.6,-18.6,enterlong,exitlong,3037,3046
SSE.ETF.510300,SHORT,201804101320,3878.2,201804101340,3873.8,1,4.4,15.2,-1.2,-14.2,entershort,exitshort,3051,3055
SSE.ETF.510300,LONG,201804101345,3880,201804101355,3879.8,1,-0.2,2,-3.2,-14.4,enterlong,exitlong,3056,3058
SSE.ETF.510300,LONG,201804101400,3882.2,201804101405,3881.4,1,-0.8,2.2,-7.4,-15.2,enterlong,exitlong,3059,3060
