code,direct,opentime,openprice,closetime,closeprice,qty,profit,maxprofit,maxloss,totalprofit,entertag,exittag,openbarno,closebarno
SSE.ETF.510300,SHORT,201801171105,4272.4,201801171120,4254.2,1,18.2,19,-4.4,-18,entershort,exitshort,546,549
SSE.ETF.510300,SHORT,201801171125,4246.2,201801171315,4252.2,1,-6,6.2,-7.4,-24,entershort,exitshort,550,554
SSE.ETF.510300,LONG,201801171330,4255.6,201801171340,4256.2,1,0.6,6.2,-1,-23.4,enterlong,exitlong,557,559
SSE.ETF.510300,SHORT,201801171345,4254,201801171355,4262.2,1,-8.2,1.2,-10.6,-31.6,entershort,exitshort,560,562
SSE.ETF.510300,SHORT,201801171410,4248.4,201801171425,4251,1,-2.6,4.2,-6.2,-34.2,entershort,exitshort,565,568
SSE.ETF.510300,LONG,201801171430,4254.8,201801171445,4255,1,0.2,4.6,-2.8,-34,enterlong,exitlong,569,572
SSE.ETF.510300,SHORT,201801171450,4252.2,201801180940,4277.6,1,-25.4,3.6,-26.2,-59.4,entershort,exitshort,573,577
SSE.ETF.510300,LONG,201801180945,4287.8,201801180955,4285.2,1,-2.6,7.2,-5.8,-62,enterlong,exitlong,578,580
SSE.ETF.510300,LONG,201801181000,4291,201801181010,4292.4,1,1.4,3.6,-5.8,-60.6,enterlong,exitlong,581,583
SSE.ETF.510300,SHORT,201801181020,4285.4,201801181030,4281.6,1,3.8,7.4,-3,-56.8,entershort,exitshort,585,587
SSE.ETF.510300,LONG,201801181035,4284.4,201801181115,4278,1,-6.4,3,-11.8,-63.2,enterlong,exitlong,588,596
SSE.ETF.510300,SHORT,201801181120,4270.8,201801181305,4265.6,1,5.2,10.8,-2.2,-58,entershort,exitshort,597,600
SSE.ETF.510300,LONG,201801181310,4272.4,201801181325,4271.4,1,-1,4.6,-1.4,-59,enterlong,exitlong,601,604
SSE.ETF.510300,SHORT,201801181335,4265.4,201801181340,4264,1,1.4,1.2,-5.4,-57.6,entershort,exitshort,606,607
SSE.ETF.510300,LONG,201801181350,4270.2,201801181400,4269,1,-1.2,2.8,-3.2,-58.8,enterlong,exitlong,609,611
SSE.ETF.510300,SHORT,201801181410,4263,201801181415,4270.8,1,-7.8,0.4,-8,-66.6,entershort,exitshort,613,614
SSE.ETF.510300,LONG,201801181425,4278.4,201801181430,4276.8,1,-1.6,2.6,-3.4,-68.2,enterlong,exitlong,616,617
SSE.ETF.510300,LONG,201801181435,4279.8,201801181440,4274.2,1,-5.6,0.4,-7.2,-73.8,enterlong,exitlong,618,619
SSE.ETF.510300,LONG,201801181445,4276.8,201801181455,4278,1,1.2,2,-3.6,-72.6,enterlong,exitlong,620,622
SSE.ETF.510300,LONG,201801181500,4282.4,201801190940,4299,1,16.6,16.6,-0.6,-56,enterlong,exitlong,623,625
SSE.ETF.510300,LONG,201801190945,4294,201801190955,4292.6,1,-1.4,4.2,-3.2,-57.4,enterlong,exitlong,626,628
SSE.ETF.510300,LONG,201801191000,4300.2,201801191005,4301.6,1,1.4,1.8,-4.4,-56,enterlong,exitlong,629,630
SSE.ETF.510300,LONG,201801191010,4310.4,201801191015,4305,1,-5.4,2.2,-8.2,-61.4,enterlong,exitlong,631,632
SSE.ETF.510300,LONG,201801191035,4310.4,201801191040,4306.4,1,-4,1,-6,-65.4,enterlong,exitlong,636,637
SSE.ETF.510300,LONG,201801191045,4312.4,201801191120,4312,1,-0.4,16,-0.6,-65.8,enterlong,exitlong,638,645
SSE.ETF.510300,LONG,201801191320,4311.8,201801191340,4311,1,-0.8,2,-7,-66.6,enterlong,exitlong,651,655
SSE.ETF.510300,LONG,201801191345,4316.8,201801191350,4318.6,1,1.8,3,-5,-64.8,enterlong,exitlong,656,657
SSE.ETF.510300,SHORT,201801191355,4309.8,201801191400,4309,1,0.8,2.8,-2.8,-64,entershort,exitshort,658,659
SSE.ETF.510300,SHORT,201801191405,4310.4,201801191410,4314,1,-3.6,2,-3.6,-67.6,entershort,exitshort,660,661
SSE.ETF.510300,SHORT,201801191420,4309.4,201801191425,4307.8,1,1.6,1.8,-5.2,-66,entershort,exitshort,663,664
SSE.ETF.510300,SHORT,201801191435,4307.4,201801191440,4314,1,-6.6,0,-8.4,-72.6,entershort,exitshort,666,667
SSE.ETF.510300,SHORT,201801191445,4297.6,201801191450,4295.4,1,2.2,6,-4,-70.4,entershort,exitshort,668,669
SSE.ETF.510300,SHORT,201801191455,4292,201801191500,4299.2,1,-7.2,0.6,-7.4,-77.6,entershort,exitshort,670,671
SSE.ETF.510300,LONG,201801220935,4297.6,201801220945,4300.8,1,3.2,7.4,-4.4,-74.4,enterlong,exitlong,672,674
SSE.ETF.510300,LONG,201801220950,4308.2,201801220955,4310,1,1.8,2.4,-3.2,-72.6,enterlong,exitlong,675,676
SSE.ETF.510300,LONG,201801221000,4310.8,201801221005,4306.2,1,-4.6,1.8,-6.8,-77.2,enterlong,exitlong,677,678
SSE.ETF.510300,LONG,201801221010,4311.8,201801221020,4318.8,1,7,7,-5,-70.2,enterlong,exitlong,679,681
SSE.ETF.510300,SHORT,201801221025,4316,201801221040,4314.8,1,1.2,5,-2.2,-69,entershort,exitshort,682,685
SSE.ETF.510300,LONG,201801221045,4312.6,201801221050,4312.6,1,0,2.4,-3,-69,enterlong,exitlong,686,687
SSE.ETF.510300,LONG,201801221055,4315.8,201801221115,4319.4,1,3.6,8.2,-0.4,-65.4,enterlong,exitlong,688,692
SSE.ETF.510300,SHORT,201801221120,4320.6,201801221130,4332,1,-11.4,2,-13,-76.8,entershort,exitshort,693,695
SSE.ETF.510300,SHORT,201801221310,4326.6,201801221325,4330,1,-3.4,5.6,-6.2,-80.2,entershort,exitshort,697,700
SSE.ETF.510300,LONG,201801221340,4338.4,201801221345,4332.4,1,-6,0.4,-6.4,-86.2,enterlong,exitlong,703,704
SSE.ETF.510300,LONG,201801221355,4332.8,201801221425,4339.6,1,6.8,12,-1.4,-79.4,enterlong,exitlong,706,712
SSE.ETF.510300,LONG,201801221430,4345.8,201801221435,4348.8,1,3,3,-3.8,-76.4,enterlong,exitlong,713,714
SSE.ETF.510300,SHORT,201801221440,4344,201801221450,4343.2,1,0.8,7.4,-0.4,-75.6,entershort,exitshort,715,717
SSE.ETF.510300,LONG,201801221455,4347.6,201801230945,4372.2,1,24.6,25.8,-2.4,-51,enterlong,exitlong,718,722
SSE.ETF.510300,LONG,201801230950,4370.8,201801231020,4377,1,6.2,18,-3,-44.8,enterlong,exitlong,723,729
SSE.ETF.510300,SHORT,201801231040,4366.4,201801231050,4371.8,1,-5.4,5,-6.8,-50.2,entershort,exitshort,733,735
SSE.ETF.510300,LONG,201801231100,4376.4,201801231110,4374.2,1,-2.2,5.6,-2.4,-52.4,enterlong,exitlong,737,739
SSE.ETF.510300,LONG,201801231115,4376,201801231125,4372.4,1,-3.6,7.8,-4.2,-56,enterlong,exitlong,740,742
SSE.ETF.510300,LONG,201801231130,4371.4,201801231325,4382,1,10.6,12.4,-1,-45.4,enterlong,exitlong,743,748
SSE.ETF.510300,SHORT,201801231330,4377.8,201801231355,4373.6,1,4.2,11.2,-5,-41.2,entershort,exitshort,749,754
SSE.ETF.510300,LONG,201801231410,4378.4,201801231430,4396.4,1,18,17.8,-1,-23.2,enterlong,exitlong,757,761
SSE.ETF.510300,SHORT,201801231435,4389,201801231450,4384.4,1,4.6,14,-1.4,-18.6,entershort,exitshort,762,765
SSE.ETF.510300,LONG,201801231455,4387.4,201801240940,4409.4,1,22,23.8,-0.8,3.4,enterlong,exitlong,766,769
SSE.ETF.510300,SHORT,201801240945,4404,201801240950,4402.4,1,1.6,3.6,-5,5,entershort,exitshort,770,771
SSE.ETF.510300,SHORT,201801240955,4398.2,201801241000,4399.2,1,-1,2,-5.4,4,entershort,exitshort,772,773
SSE.ETF.510300,SHORT,201801241005,4391.6,201801241010,4396.8,1,-5.2,3,-5.4,-1.2,entershort,exitshort,774,775
SSE.ETF.510300,SHORT,201801241015,4393.4,201801241025,4397.6,1,-4.2,3,-6.2,-5.4,entershort,exitshort,776,778
SSE.ETF.510300,LONG,201801241035,4391.8,201801241045,4390.6,1,-1.2,8,-5.2,-6.6,enterlong,exitlong,780,782
SSE.ETF.510300,SHORT,201801241050,4387.6,201801241055,4391.8,1,-4.2,0,-4.6,-10.8,entershort,exitshort,783,784
SSE.ETF.510300,SHORT,201801241100,4384.6,201801241120,4380.2,1,4.4,15.4,-1.2,-6.4,entershort,exitshort,785,789
SSE.ETF.510300,LONG,201801241125,4381.2,201801241325,4396.6,1,15.4,20.6,-0.4,9,enterlong,exitlong,790,796
