code,target,sigprice,gentime,usertag
SZSE.IDX.399658,0,4246,20180323150000000,exitlong
SZSE.IDX.399658,1,4319.57,20180326150000000,enterlong
SZSE.IDX.399658,0,4380.84,20180329150000000,exitlong
SZSE.IDX.399658,1,4445.87,20180330150000000,enterlong
SZSE.IDX.399658,0,4421.67,20180402150000000,exitlong
SZSE.IDX.399658,1,4389.8,20180403150000000,enterlong
SZSE.IDX.399658,0,4348.8,20180404150000000,exitlong
SZSE.IDX.399658,1,4335.85,20180409150000000,enterlong
SZSE.IDX.399658,0,4372.76,20180410150000000,exitlong
SZSE.IDX.399658,1,4408.7,20180411150000000,enterlong
SZSE.IDX.399658,0,4383.7,20180412150000000,exitlong
SZSE.IDX.399658,1,4355.29,20180413150000000,enterlong
SZSE.IDX.399658,0,4342.62,20180416150000000,exitlong
SZSE.IDX.399658,1,4218.01,20180417150000000,enterlong
SZSE.IDX.399658,0,4267.22,20180418150000000,exitlong
SZSE.IDX.399658,1,4297.07,20180419150000000,enterlong
SZSE.IDX.399658,0,4211.1,20180420150000000,exitlong
SZSE.IDX.399658,-1,4140.93,20180423150000000,entershort
SZSE.IDX.399658,0,4223.33,20180424150000000,exitshort
SZSE.IDX.399658,1,4227.4,20180425150000000,enterlong
SZSE.IDX.399658,0,4134.69,20180426150000000,exitlong
SZSE.IDX.399658,1,4172.8,20180427150000000,enterlong
SZSE.IDX.399658,0,4249.12,20180503150000000,exitlong
SZSE.IDX.399658,1,4283.73,20180504150000000,enterlong
SZSE.IDX.399658,0,4379.39,20180511150000000,exitlong
SZSE.IDX.399658,1,4419.94,20180514150000000,enterlong
SZSE.IDX.399658,0,4446.9,20180515150000000,exitlong
SZSE.IDX.399658,1,4457.04,20180516150000000,enterlong
SZSE.IDX.399658,0,4424.96,20180517150000000,exitlong
SZSE.IDX.399658,1,4420.96,20180518150000000,enterlong
SZSE.IDX.399658,0,4489.33,20180522150000000,exitlong
SZSE.IDX.399658,-1,4448.07,20180523150000000,entershort
SZSE.IDX.399658,0,4433.48,20180524150000000,exitshort
SZSE.IDX.399658,1,4382.62,20180525150000000,enterlong
SZSE.IDX.399658,0,4408.97,20180528150000000,exitlong
SZSE.IDX.399658,1,4338.78,20180529150000000,enterlong
SZSE.IDX.399658,0,4242.07,20180530150000000,exitlong
SZSE.IDX.399658,1,4319.58,20180531150000000,enterlong
SZSE.IDX.399658,0,4262.61,20180601150000000,exitlong
SZSE.IDX.399658,-1,4260.34,20180604150000000,entershort
SZSE.IDX.399658,0,4366.08,20180605150000000,exitshort
SZSE.IDX.399658,1,4372.69,20180606150000000,enterlong
SZSE.IDX.399658,0,4345.73,20180607150000000,exitlong
SZSE.IDX.399658,-1,4310.03,20180608150000000,entershort
SZSE.IDX.399658,0,4268.43,20180611150000000,exitshort
SZSE.IDX.399658,1,4326.91,20180612150000000,enterlong
SZSE.IDX.399658,0,4258.41,20180613150000000,exitlong
SZSE.IDX.399658,1,4220.15,20180614150000000,enterlong
SZSE.IDX.399658,0,4144.73,20180615150000000,exitlong
SZSE.IDX.399658,-1,3935.63,20180619150000000,entershort
SZSE.IDX.399658,0,3990.99,20180620150000000,exitshort
SZSE.IDX.399658,-1,3908.12,20180621150000000,entershort
SZSE.IDX.399658,0,3952.45,20180622150000000,exitshort
SZSE.IDX.399658,-1,3915.03,20180625150000000,entershort
SZSE.IDX.399658,0,3920.3,20180626150000000,exitshort
SZSE.IDX.399658,1,3840.58,20180627150000000,enterlong
SZSE.IDX.399658,0,3786.62,20180628150000000,exitlong
SZSE.IDX.399658,1,3918.46,20180629150000000,enterlong
SZSE.IDX.399658,0,3848.74,20180702150000000,exitlong
SZSE.IDX.399658,1,3842.34,20180703150000000,enterlong
SZSE.IDX.399658,0,3776.75,20180704150000000,exitlong
SZSE.IDX.399658,1,3680.14,20180705150000000,enterlong
SZSE.IDX.399658,0,3709.96,20180706150000000,exitlong
SZSE.IDX.399658,1,3811.46,20180709150000000,enterlong
SZSE.IDX.399658,0,3786.27,20180711150000000,exitlong
SZSE.IDX.399658,1,3891.69,20180712150000000,enterlong
SZSE.IDX.399658,0,3915.37,20180716150000000,exitlong
SZSE.IDX.399658,-1,3902.51,20180717150000000,entershort
SZSE.IDX.399658,0,3866.05,20180718150000000,exitshort
SZSE.IDX.399658,1,3838.73,20180719150000000,enterlong
SZSE.IDX.399658,0,3884.19,20180720150000000,exitlong
SZSE.IDX.399658,1,3905.65,20180723150000000,enterlong
SZSE.IDX.399658,0,3912.73,20180726150000000,exitlong
SZSE.IDX.399658,-1,3889.91,20180727150000000,entershort
SZSE.IDX.399658,0,3838.28,20180730150000000,exitshort
SZSE.IDX.399658,1,3819.74,20180731150000000,enterlong
SZSE.IDX.399658,0,3755.49,20180801150000000,exitlong
SZSE.IDX.399658,-1,3659.16,20180802150000000,entershort
SZSE.IDX.399658,0,3580.11,20180807150000000,exitshort
SZSE.IDX.399658,-1,3508.95,20180808150000000,entershort
SZSE.IDX.399658,0,3622.52,20180809150000000,exitshort
SZSE.IDX.399658,1,3653.57,20180810150000000,enterlong
SZSE.IDX.399658,0,3650.04,20180814150000000,exitlong
SZSE.IDX.399658,-1,3569.62,20180815150000000,entershort
SZSE.IDX.399658,0,3520.95,20180816150000000,exitshort
SZSE.IDX.399658,-1,3463.67,20180817150000000,entershort
SZSE.IDX.399658,0,3530.59,20180821150000000,exitshort
SZSE.IDX.399658,-1,3492.23,20180822150000000,entershort
SZSE.IDX.399658,0,3507.75,20180823150000000,exitshort
SZSE.IDX.399658,1,3499.66,20180824150000000,enterlong
SZSE.IDX.399658,0,3566.22,20180829150000000,exitlong
SZSE.IDX.399658,1,3524.2,20180830150000000,enterlong
SZSE.IDX.399658,0,3463.3,20180831150000000,exitlong
SZSE.IDX.399658,-1,3457.76,20180903150000000,entershort
SZSE.IDX.399658,0,3497.15,20180904150000000,exitshort
SZSE.IDX.399658,1,3438.77,20180905150000000,enterlong
SZSE.IDX.399658,0,3402.09,20180906150000000,exitlong
SZSE.IDX.399658,1,3391.94,20180907150000000,enterlong
SZSE.IDX.399658,0,3323.79,20180910150000000,exitlong
SZSE.IDX.399658,1,3330.34,20180911150000000,enterlong
SZSE.IDX.399658,0,3320.23,20180912150000000,exitlong
SZSE.IDX.399658,-1,3340.09,20180913150000000,entershort
SZSE.IDX.399658,0,3321.61,20180918150000000,exitshort
SZSE.IDX.399658,1,3380.52,20180919150000000,enterlong
SZSE.IDX.399658,0,3451.18,20180921150000000,exitlong
SZSE.IDX.399658,1,3435.01,20180925150000000,enterlong
SZSE.IDX.399658,0,3428.72,20180927150000000,exitlong
SZSE.IDX.399658,1,3460.81,20180928150000000,enterlong
SZSE.IDX.399658,0,3319.88,20181008150000000,exitlong
SZSE.IDX.399658,1,3295.94,20181009150000000,enterlong
SZSE.IDX.399658,0,3279.01,20181010150000000,exitlong
SZSE.IDX.399658,1,3064.92,20181011150000000,enterlong
SZSE.IDX.399658,0,3078.84,20181012150000000,exitlong
SZSE.IDX.399658,1,3043.95,20181015150000000,enterlong
