code,target,sigprice,gentime,usertag
SZSE.IDX.399658,1,4585.99,20180102150000000,enterlong
SZSE.IDX.399658,0,4625.7,20180105150000000,exitlong
SZSE.IDX.399658,-1,4617.18,20180108150000000,entershort
SZSE.IDX.399658,0,4638.29,20180109150000000,exitshort
SZSE.IDX.399658,1,4621.62,20180110150000000,enterlong
SZSE.IDX.399658,0,4644.12,20180111150000000,exitlong
SZSE.IDX.399658,1,4637.85,20180112150000000,enterlong
SZSE.IDX.399658,0,4540.45,20180115150000000,exitlong
SZSE.IDX.399658,1,4564.03,20180116150000000,enterlong
SZSE.IDX.399658,0,4530.76,20180117150000000,exitlong
SZSE.IDX.399658,1,4520.01,20180118150000000,enterlong
SZSE.IDX.399658,0,4516.28,20180119150000000,exitlong
SZSE.IDX.399658,1,4582.43,20180122150000000,enterlong
SZSE.IDX.399658,0,4620.54,20180124150000000,exitlong
SZSE.IDX.399658,1,4623.8,20180125150000000,enterlong
SZSE.IDX.399658,0,4530.83,20180129150000000,exitlong
SZSE.IDX.399658,1,4518.75,20180130150000000,enterlong
SZSE.IDX.399658,0,4464.13,20180131150000000,exitlong
SZSE.IDX.399658,-1,4340.89,20180201150000000,entershort
SZSE.IDX.399658,0,4358.95,20180202150000000,exitshort
SZSE.IDX.399658,1,4312.23,20180205150000000,enterlong
SZSE.IDX.399658,0,4126.37,20180206150000000,exitlong
SZSE.IDX.399658,-1,4093.47,20180207150000000,entershort
SZSE.IDX.399658,0,4176.94,20180208150000000,exitshort
SZSE.IDX.399658,1,4042.66,20180209150000000,enterlong
SZSE.IDX.399658,0,4217.76,20180214150000000,exitlong
SZSE.IDX.399658,1,4319.36,20180222150000000,enterlong
SZSE.IDX.399658,0,4318.52,20180223150000000,exitlong
SZSE.IDX.399658,1,4434.41,20180226150000000,enterlong
SZSE.IDX.399658,0,4405.05,20180227150000000,exitlong
SZSE.IDX.399658,1,4429.35,20180228150000000,enterlong
SZSE.IDX.399658,0,4419.05,20180302150000000,exitlong
SZSE.IDX.399658,1,4418.46,20180305150000000,enterlong
SZSE.IDX.399658,0,4427.68,20180307150000000,exitlong
SZSE.IDX.399658,1,4467.11,20180308150000000,enterlong
SZSE.IDX.399658,0,4554.01,20180313150000000,exitlong
SZSE.IDX.399658,1,4517.44,20180314150000000,enterlong
SZSE.IDX.399658,0,4514.85,20180315150000000,exitlong
SZSE.IDX.399658,1,4474.4,20180316150000000,enterlong
SZSE.IDX.399658,0,4485.1,20180319150000000,exitlong
SZSE.IDX.399658,1,4506.41,20180320150000000,enterlong
SZSE.IDX.399658,0,4467.67,20180321150000000,exitlong
SZSE.IDX.399658,1,4431.92,20180322150000000,enterlong
