code,time,direct,action,price,qty,tag,fee,barno
SZSE.IDX.399658,201801031500,LONG,OPEN,4587.21,1,enterlong,0,1
SZSE.IDX.399658,201801081500,LONG,CLOSE,4626.97,1,exitlong,0,4
SZSE.IDX.399658,201801091500,SHORT,OPEN,4616.77,1,entershort,0,5
SZSE.IDX.399658,201801101500,SHORT,CLOSE,4629.97,1,exitshort,0,6
SZSE.IDX.399658,201801111500,LONG,OPEN,4619.22,1,enterlong,0,7
SZSE.IDX.399658,201801121500,LONG,CLOSE,4642,1,exitlong,0,8
SZSE.IDX.399658,201801151500,LONG,OPEN,4624.3,1,enterlong,0,9
SZSE.IDX.399658,201801161500,LONG,CLOSE,4531.47,1,exitlong,0,10
SZSE.IDX.399658,201801171500,LONG,OPEN,4549.93,1,enterlong,0,11
SZSE.IDX.399658,201801181500,LONG,CLOSE,4520.22,1,exitlong,0,12
SZSE.IDX.399658,201801191500,LONG,OPEN,4518.65,1,enterlong,0,13
SZSE.IDX.399658,201801221500,LONG,CLOSE,4517.13,1,exitlong,0,14
SZSE.IDX.399658,201801231500,LONG,OPEN,4585.3,1,enterlong,0,15
SZSE.IDX.399658,201801251500,LONG,CLOSE,4613.11,1,exitlong,0,17
SZSE.IDX.399658,201801261500,LONG,OPEN,4613.76,1,enterlong,0,18
SZSE.IDX.399658,201801301500,LONG,CLOSE,4517.84,1,exitlong,0,20
SZSE.IDX.399658,201801311500,LONG,OPEN,4491.52,1,enterlong,0,21
SZSE.IDX.399658,201802011500,LONG,CLOSE,4456.07,1,exitlong,0,22
SZSE.IDX.399658,201802021500,SHORT,OPEN,4318.09,1,entershort,0,23
SZSE.IDX.399658,201802051500,SHORT,CLOSE,4302.28,1,exitshort,0,24
SZSE.IDX.399658,201802061500,LONG,OPEN,4216.79,1,enterlong,0,25
SZSE.IDX.399658,201802071500,LONG,CLOSE,4195.93,1,exitlong,0,26
SZSE.IDX.399658,201802081500,SHORT,OPEN,4089.37,1,entershort,0,27
SZSE.IDX.399658,201802091500,SHORT,CLOSE,4064.17,1,exitshort,0,28
SZSE.IDX.399658,201802121500,LONG,OPEN,4073.71,1,enterlong,0,29
SZSE.IDX.399658,201802221500,LONG,CLOSE,4262.82,1,exitlong,0,32
SZSE.IDX.399658,201802231500,LONG,OPEN,4320.46,1,enterlong,0,33
SZSE.IDX.399658,201802261500,LONG,CLOSE,4342.33,1,exitlong,0,34
SZSE.IDX.399658,201802271500,LONG,OPEN,4425.51,1,enterlong,0,35
SZSE.IDX.399658,201802281500,LONG,CLOSE,4353.78,1,exitlong,0,36
SZSE.IDX.399658,201803011500,LONG,OPEN,4398.09,1,enterlong,0,37
SZSE.IDX.399658,201803051500,LONG,CLOSE,4426.72,1,exitlong,0,39
SZSE.IDX.399658,201803061500,LONG,OPEN,4435.97,1,enterlong,0,40
SZSE.IDX.399658,201803081500,LONG,CLOSE,4430.4,1,exitlong,0,42
SZSE.IDX.399658,201803091500,LONG,OPEN,4478.49,1,enterlong,0,43
SZSE.IDX.399658,201803141500,LONG,CLOSE,4540.45,1,exitlong,0,46
SZSE.IDX.399658,201803151500,LONG,OPEN,4502.85,1,enterlong,0,47
SZSE.IDX.399658,201803161500,LONG,CLOSE,4523.46,1,exitlong,0,48
SZSE.IDX.399658,201803191500,LONG,OPEN,4474.74,1,enterlong,0,49
SZSE.IDX.399658,201803201500,LONG,CLOSE,4445.6,1,exitlong,0,50
SZSE.IDX.399658,201803211500,LONG,OPEN,4519.89,1,enterlong,0,51
SZSE.IDX.399658,201803221500,LONG,CLOSE,4468.58,1,exitlong,0,52
